"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Paweł Jan BEJDA - nr na liście 1";"Jolanta ZIĘBA-GZIK - nr na liście 2";"Adam Paweł NOWAK - nr na liście 3";"Elżbieta Renata NAWROCKA - nr na liście 4";"Bogdan Ryszard JAROTA - nr na liście 5";"Tomasz WOŹNIAK - nr na liście 6";"Zbigniew Marek STASIAK - nr na liście 7";"Michał Tomasz PACHOLSKI - nr na liście 8";"Marek Jan KRAWCZYK - nr na liście 9";"Ewa BEDNAREK - nr na liście 10";"Marek JANKOWSKI - nr na liście 11";"Andrzej KARNISZEWSKI - nr na liście 12";"Paweł Krzysztof PLEWIŃSKI - nr na liście 13";"Michał Waldemar TERKA - nr na liście 14";"Maria KACZOROWSKA - nr na liście 15";"Marcin ŁABĘDZKI - nr na liście 16";"Alina BŁACH - nr na liście 17";"Andrzej ŻÓRAW - nr na liście 18";"Ewa Anna KRAWCZYK - nr na liście 19";"Justyna Agnieszka ROMANOW-PRZYBYLAK - nr na liście 20";"Agnieszka MORGA - nr na liście 21";"Danuta CZUPRYNIAK - nr na liście 22";"Adam GRZEGORY - nr na liście 23";"Andrzej Paweł STĘPIEŃ - nr na liście 24";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Joanna Katarzyna LICHOCKA - nr na liście 1";"Piotr Stanisław POLAK - nr na liście 2";"Tadeusz Jacek WOŹNIAK - nr na liście 3";"Beata Anna MATEUSIAK-PIELUCHA - nr na liście 4";"Krzysztof CIEBIADA - nr na liście 5";"Tomasz Piotr RZYMKOWSKI - nr na liście 6";"Paweł Piotr RYCHLIK - nr na liście 7";"Marek MATUSZEWSKI - nr na liście 8";"Iwona Małgorzata WIECZOREK - nr na liście 9";"Andrzej Robert GÓRCZYŃSKI - nr na liście 10";"Ewa RZYMKOWSKA - nr na liście 11";"Krzysztof Jan NOWAK - nr na liście 12";"Michał Bazyli KRZAK - nr na liście 13";"Olga Anna KOŁOSZCZYK - nr na liście 14";"Katarzyna PAPROTA - nr na liście 15";"Mariusz GAŁKA - nr na liście 16";"Sławomir WALCZAK - nr na liście 17";"Iwona CHADRYŚ - nr na liście 18";"Monika Malwina TWARDOWSKA - nr na liście 19";"Elżbieta Beata RATYŃSKA - nr na liście 20";"Sylwia Marianna WRZAŁA - nr na liście 21";"Wieńczysław Jerzy KAŹMIERCZAK - nr na liście 22";"Paweł Tomasz KALETA - nr na liście 23";"Waldemar Jan WOJCIECHOWSKI - nr na liście 24";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Paulina MATYSIAK - nr na liście 1";"Cezary Roman OLEJNICZAK - nr na liście 2";"Wiktor IDZIKOWSKI - nr na liście 3";"Iwona Monika KAŹMIERSKA-MAŁYSKA - nr na liście 4";"Henryk WALUDA - nr na liście 5";"Anna Iwona SIKORA - nr na liście 6";"Michał Damian PIETRZAK - nr na liście 7";"Zdzisława Teresa LEWICKA - nr na liście 8";"Patryk LORENC - nr na liście 9";"Marcin KARPIŃSKI - nr na liście 10";"Anna Maria BŁASZCZYK - nr na liście 11";"Sebastian Bartosz WALCZAK - nr na liście 12";"Monika KOŚCIAN - nr na liście 13";"Przemysław RAJ - nr na liście 14";"Agnieszka Czesława BUNDZYLAK-DĄBROWSKA - nr na liście 15";"Anna Maria WOLSKA - nr na liście 16";"Piotr ZIĘBA - nr na liście 17";"Piotr Krzysztof CIUBORSKI - nr na liście 18";"Olga JĘDRYSIAK-URBAŃSKA - nr na liście 19";"Marek PŁÓCIENNIK - nr na liście 20";"Adrian SKOCZYLAS - nr na liście 21";"Kinga BORKIEWICZ - nr na liście 22";"Rafał GRABSKI - nr na liście 23";"Marek Józef GRYGLEWSKI - nr na liście 24";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Izabela Anna WALCZAK - nr na liście 1";"Łukasz Mikołaj OWCZAREK - nr na liście 2";"Andrzej KANIEWSKI - nr na liście 3";"Łukasz Artur OŻADOWICZ - nr na liście 4";"Dariusz DYONIZIAK - nr na liście 5";"Ewelina MATUSIAK - nr na liście 6";"Joanna KĘDZIAK - nr na liście 7";"Justyna SOBCZAK - nr na liście 8";"Wojciech Damian NOWAK - nr na liście 9";"Malwina Anna GOGULSKA - nr na liście 10";"Adam Jan WOLNIEWICZ - nr na liście 11";"Angelika SKOWRONEK - nr na liście 12";"Konrad Piotr KOCIŃSKI - nr na liście 13";"Weronika GACKOWSKA - nr na liście 14";"Sebastian Patryk HEJNIAK - nr na liście 15";"Katarzyna Dorota SZCZEŚNIAK - nr na liście 16";"Rafał Andrzej KARDAS - nr na liście 17";"Magdalena Ewa WASIEWICZ - nr na liście 18";"Mateusz Mariusz ZAJĄC - nr na liście 19";"Natalia Paulina ROSIŃSKA - nr na liście 20";"Aleksandra Anna ZIEMBA - nr na liście 21";"Rafał GIEROWSKI - nr na liście 22";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Cezary Józef TOMCZYK - nr na liście 1";"Dariusz JOŃSKI - nr na liście 2";"Agnieszka Małgorzata HANAJCZYK - nr na liście 3";"Krzysztof Gabor RĄKOWSKI - nr na liście 4";"Andrzej OWCZAREK - nr na liście 5";"Artur GIERULA - nr na liście 6";"Michał Marian PABICH - nr na liście 7";"Jacek Witold LEWERA - nr na liście 8";"Piotr Jacek SEWERYN - nr na liście 9";"Iwona Elżbieta LEWANDOWSKA - nr na liście 10";"Katarzyna Renata WRÓBEL - nr na liście 11";"Edyta Grażyna STRUMIAN - nr na liście 12";"Zbigniew WÓJCIK - nr na liście 13";"Michał Marcin KOWALCZYK - nr na liście 14";"Anna LIPIŃSKA - nr na liście 15";"Karolina Daria MATUSIAK - nr na liście 16";"Beata Maria ZIELIŃSKA - nr na liście 17";"Tomasz Bernard KĄCKI - nr na liście 18";"Barbara Maria JESIONOWSKA - nr na liście 19";"Marcin Miłosz SIERADZKI - nr na liście 20";"Katarzyna Kinga WOLNA - nr na liście 21";"Nina Barbara OKOŃ-WYDER - nr na liście 22";"Marek Grzegorz JACHIMEK - nr na liście 23";"Małgorzata Iwona GRABARCZYK - nr na liście 24";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Przemysław Szczepan SKUPIŃSKI - nr na liście 1";"Wojciech Stanisław GOŹDZIEWICZ - nr na liście 2";"Przemysław Bogusław TOBOLCZYK - nr na liście 3";"Jacek PIETRZAK - nr na liście 4";"Emilia MATUSIAK - nr na liście 5";"Monika Magdalena BACZYŃSKA-SOCHA - nr na liście 6";"Jakub Marcin KLIMKIEWICZ - nr na liście 7";"Jakub Mateusz GAWRON - nr na liście 8";"Lucyna Stanisława BARAŃSKA - nr na liście 9";"Mariusz Janusz DOMINIAK - nr na liście 10";"Edyta Zofia KLIMKIEWICZ - nr na liście 11";"Agnieszka Anna CHRUŚCIEL - nr na liście 12";"Natalia Ewa FURMAŃCZYK - nr na liście 13";"Jerzy BORYS - nr na liście 14";"Magdalena KOLĘDA - nr na liście 15";"Katarzyna OWCZAREK - nr na liście 16";"Marcin Tomasz MAJKOWSKI - nr na liście 17";"Michał Andrzej NEUMAN - nr na liście 18";"Joanna Agnieszka SYNCEREK - nr na liście 19";"Mariusz Tomasz SABELA - nr na liście 20";"Monika BARANIAK - nr na liście 21";"Adrian Piotr ROBACZYŃSKI - nr na liście 22";"Marcin Witold GOŹDZIK - nr na liście 23";"Beata Urszula PLACEK-KUJAWSKA - nr na liście 24"
"6388-9d7e-448b-dc23-2c14-8cc6-adae-5353";"100401";"11";"12";"miasto";"zakład leczniczy";"Zakład Opiekuńczo Leczniczy w Łęczycy, ul. Lotnicza 2A, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"30";"28";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"9f66-9170-4a0a-c861-8023-6703-0671-54fa";"100402";"11";"1";"wieś";"stały";"Urząd Gminy w Daszynie, Daszyna 34a, 99-107 Daszyna";"gm. Daszyna";"łęczycki";"łódzkie";"1492";"1632";"644";"848";"0";"1";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"16";"5";"11";"0";"832";"113";"68";"3";"4";"1";"2";"5";"3";"17";"0";"1";"1";"1";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"3";"516";"103";"53";"93";"22";"3";"69";"22";"31";"25";"8";"7";"4";"3";"11";"4";"1";"1";"1";"7";"0";"0";"1";"23";"24";"60";"20";"24";"0";"2";"0";"3";"2";"1";"2";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"47";"21";"4";"2";"4";"1";"1";"1";"1";"1";"0";"0";"2";"0";"0";"2";"0";"0";"2";"2";"1";"0";"2";"82";"42";"11";"4";"0";"2";"4";"0";"0";"0";"5";"0";"1";"0";"1";"3";"3";"1";"1";"0";"0";"1";"2";"0";"1";"14";"4";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"2";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1"
"c451-b0c8-75c8-09d4-db94-5c58-36da-9148";"100402";"11";"2";"wieś";"stały";"Szkoła Podstawowa w Mazewie, Mazew 68, 99-107 Daszyna";"gm. Daszyna";"łęczycki";"łódzkie";"1443";"1584";"706";"737";"1";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"13";"5";"8";"0";"724";"75";"45";"1";"5";"1";"0";"1";"2";"10";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"3";"0";"0";"1";"1";"0";"512";"121";"64";"90";"43";"2";"50";"4";"45";"14";"7";"3";"5";"3";"4";"4";"1";"3";"3";"7";"0";"1";"2";"22";"14";"47";"23";"10";"3";"1";"0";"2";"1";"2";"1";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"13";"2";"0";"0";"1";"5";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"51";"15";"20";"5";"0";"0";"0";"1";"1";"1";"2";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"11";"5";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"3d40-03b1-6b9f-14f8-176e-c1d7-452c-dcb4";"100403";"11";"1";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Tumie, Tum 53, 99-100 Łęczyca";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"584";"642";"185";"399";"1";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"5";"2";"3";"0";"394";"39";"12";"4";"1";"1";"2";"1";"0";"12";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"262";"34";"21";"23";"13";"9";"20";"2";"77";"6";"16";"0";"3";"0";"1";"1";"0";"3";"1";"18";"1";"0";"0";"8";"5";"23";"5";"11";"0";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"25";"12";"1";"1";"0";"1";"1";"2";"1";"0";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"38";"16";"10";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"3";"0";"0";"0";"1";"7";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"8385-e238-0444-5cf9-601b-0417-518e-857b";"100403";"11";"2";"wieś";"stały";"Budynek świetlicy wiejskiej w Witaszewicach, Witaszewice 17A, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"571";"634";"243";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"5";"2";"3";"0";"323";"31";"21";"1";"0";"0";"0";"3";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"238";"48";"23";"37";"16";"2";"18";"3";"15";"5";"23";"3";"1";"0";"5";"1";"3";"3";"1";"6";"0";"0";"2";"11";"12";"13";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"18";"10";"2";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"21";"6";"6";"1";"1";"0";"0";"2";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"b09c-e994-99a3-0f68-bcec-d192-17b6-cf0c";"100403";"11";"3";"wieś";"stały";"Budynek Szkoły w Sługach, Sługi 44, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"243";"270";"93";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"1";"0";"1";"0";"149";"9";"4";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"129";"22";"19";"24";"4";"0";"8";"1";"24";"3";"7";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"4";"6";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"efd3-bb38-5f77-668a-d09a-6ba7-f806-874b";"100403";"11";"4";"wieś";"stały";"Budynek Szkoły w Nowym Gaju, Nowy Gaj 23, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"550";"600";"223";"327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"6";"2";"4";"0";"321";"38";"20";"1";"2";"3";"0";"1";"0";"9";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"241";"43";"29";"35";"9";"0";"29";"4";"42";"11";"19";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"5";"9";"17";"4";"9";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"6";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"4";"5";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"d167-881c-d392-c8c9-ecd4-aa4f-9c20-91ab";"100403";"11";"5";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Górze Świętej Małgorzaty, Góra Świętej Małgorzaty 45, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"1246";"1376";"511";"735";"2";"1";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"8";"7";"1";"0";"727";"51";"25";"2";"0";"5";"0";"0";"2";"12";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"544";"99";"38";"107";"37";"2";"37";"9";"89";"18";"37";"3";"3";"1";"2";"1";"3";"7";"1";"8";"3";"1";"3";"12";"23";"34";"11";"9";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0";"3";"1";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"24";"11";"2";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"1";"0";"0";"1";"0";"63";"24";"24";"3";"0";"1";"1";"0";"0";"0";"2";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"11";"3";"0";"0";"1";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"44c5-7a72-5884-03d2-334a-88dc-6e18-eeef";"100403";"11";"6";"wieś";"dom pomocy społecznej";"DPS w Karsznicach, Karsznice 62, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"75";"38";"40";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"4";"2";"2";"0";"31";"7";"3";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"1";"2";"2";"2";"0";"0";"1";"2";"0";"0";"0";"2";"1";"1";"1";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8934-54b8-1bb7-5592-ea30-4985-ad86-90fb";"100404";"11";"1";"wieś";"stały";"Szkoła Podstawowa, Chorki 8, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"671";"744";"291";"380";"0";"1";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"8";"4";"4";"0";"372";"32";"13";"0";"0";"0";"0";"3";"0";"11";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"282";"58";"30";"62";"9";"4";"13";"4";"41";"3";"10";"2";"4";"2";"1";"1";"0";"2";"2";"11";"0";"1";"1";"4";"17";"17";"4";"5";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"14";"5";"4";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"23";"10";"5";"2";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"da98-633c-9c3d-61b1-b9ae-5bc2-bcc3-5407";"100404";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Stara Sobótka 31, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"852";"942";"388";"464";"1";"1";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"4";"1";"3";"0";"460";"51";"33";"2";"1";"3";"0";"2";"0";"3";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"3";"0";"0";"0";"0";"1";"307";"90";"30";"77";"5";"1";"16";"1";"26";"6";"12";"1";"1";"1";"3";"1";"4";"1";"0";"8";"1";"0";"0";"10";"12";"35";"14";"15";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"17";"11";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"46";"24";"5";"9";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"2";"0";"0";"0";"1";"1";"0";"0";"0";"4";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"28a9-e1f9-016e-27d4-65a4-2db2-b59a-42a8";"100404";"11";"3";"wieś";"stały";"Szkoła Podstawowa, Kadzidłowa 22, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"352";"383";"190";"162";"2";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"4";"0";"4";"0";"158";"24";"15";"2";"0";"1";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99";"19";"7";"29";"1";"1";"4";"0";"6";"0";"6";"0";"1";"1";"3";"1";"2";"3";"1";"5";"0";"0";"0";"4";"5";"16";"2";"6";"0";"3";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"9";"7";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"e15a-dac5-0a58-c951-ee4d-efb2-5b59-4070";"100404";"11";"4";"wieś";"stały";"Remiza OSP, Besiekiery 15, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"633";"705";"290";"343";"1";"3";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"8";"5";"3";"0";"335";"41";"18";"1";"2";"6";"0";"2";"0";"2";"1";"0";"5";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"247";"66";"39";"45";"5";"1";"7";"6";"25";"2";"10";"1";"3";"1";"1";"0";"1";"1";"2";"2";"0";"0";"0";"12";"17";"11";"4";"3";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"4";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"20";"8";"5";"0";"1";"2";"0";"1";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"f916-14da-0032-84fe-84ba-1827-79ae-9a00";"100404";"11";"5";"wieś";"stały";"Remiza OSP, Byszew 36, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"320";"355";"142";"178";"1";"0";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"5";"2";"3";"0";"173";"16";"14";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124";"47";"10";"11";"3";"0";"6";"1";"17";"4";"7";"1";"0";"0";"1";"2";"1";"1";"0";"2";"0";"1";"0";"6";"3";"13";"7";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"8";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"2";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
