"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Tadeusz Antoni ZWIEFKA - nr na liście 1";"Paweł Bartosz OLSZEWSKI - nr na liście 2";"Iwona Maria KOZŁOWSKA - nr na liście 3";"Ireneusz Michał NITKIEWICZ - nr na liście 4";"Magdalena ŁOŚKO - nr na liście 5";"Michał Józef STASIŃSKI - nr na liście 6";"Tadeusz Grzegorz POGODA - nr na liście 7";"Marian Marek MIKOŁAJCZAK - nr na liście 8";"Olga BRZEZIŃSKA - nr na liście 9";"Mirosław KRÓLEWICZ - nr na liście 10";"Juliusz Jakub MŁODECKI - nr na liście 11";"Robert Rafał BARANOWSKI - nr na liście 12";"Stanisław GLISZCZYŃSKI - nr na liście 13";"Bashar AL-SHAER - nr na liście 14";"Nicole Weronika PIETRYGA - nr na liście 15";"Jarosław Paweł KATULSKI - nr na liście 16";"Monika Julia BIELIŃSKA - nr na liście 17";"Paulina Barbara POPA - nr na liście 18";"Danuta Maria WOŹNIAK - nr na liście 19";"Dariusz Józef WĄDOŁOWSKI - nr na liście 20";"Radosława Maria STASZAK-KOWALSKA - nr na liście 21";"Martyna Magdalena GALIŃSKA - nr na liście 22";"Piotr Henryk MALICH - nr na liście 23";"Wojciech SZCZĘSNY - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Marcin SYPNIEWSKI - nr na liście 1";"Filip Szymon STRZEMKOWSKI - nr na liście 2";"Radosław Mariusz GINTHER - nr na liście 3";"Luiza Alicja KUBACKA - nr na liście 4";"Krystyna Anna JAROCKA - nr na liście 5";"Mateusz STACHOWIAK - nr na liście 6";"Łukasz JAWORNIK - nr na liście 7";"Grzegorz KLUCZYŃSKI - nr na liście 8";"Natalia Martyna POPŁAWSKA - nr na liście 9";"Joanna GEISLER-GRYGROWICZ - nr na liście 10";"Marcin PILARSKI - nr na liście 11";"Maciej Jerzy BORKOWSKI - nr na liście 12";"Marek Paweł STANKIEWICZ - nr na liście 13";"Dominik Marek KALINOWSKI - nr na liście 14";"Krzysztof PASTUSZKA - nr na liście 15";"Marek LEWANDOWSKI - nr na liście 16";"Maja Anna KURLANDT-OŚWIECIŃSKA - nr na liście 17";"Agnieszka Iwona BOCIAN - nr na liście 18";"Magdalena ĆWIKLIŃSKA - nr na liście 19";"Klaudia Natalia KALINOWSKA - nr na liście 20";"Sławomir Tomasz LISS - nr na liście 21";"Małgorzata ŁUSIAK - nr na liście 22";"Dariusz GNYSZEK - nr na liście 23";"Cyprian Kamil SAJNA - nr na liście 24";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Dariusz KURZAWA - nr na liście 1";"Krzysztof Gustaw SIKORA - nr na liście 2";"Klaudia ŚMIGIELSKA - nr na liście 3";"Zofia Władysława KOZŁOWSKA - nr na liście 4";"Jadwiga Władysława NAWROT - nr na liście 5";"Jan Kazimierz BIERNACKI - nr na liście 6";"Franciszek KOSZOWSKI - nr na liście 7";"Ewa Teresa ANKIEWICZ-JASIŃSKA - nr na liście 8";"Zbigniew Piotr KAPUSTA - nr na liście 9";"Tomasz Edmund MIŁOWSKI - nr na liście 10";"Hanna Jadwiga SOBIECHOWSKA - nr na liście 11";"Aleksandra Beata PAZDERSKA - nr na liście 12";"Krzysztof Janusz RÓŻAŃSKI - nr na liście 13";"Tomasz BAGNEROWSKI - nr na liście 14";"Paweł Maksymilian SANKOWSKI - nr na liście 15";"Aleksandra Maria STANEK - nr na liście 16";"Łukasz Cyprian URBAŃSKI - nr na liście 17";"Wiesława Stanisława PROCHOWNIK - nr na liście 18";"Grzegorz Czesław ROWIŃSKI - nr na liście 19";"Henryk PAWLINA - nr na liście 20";"Jarosław Jan SŁOMA - nr na liście 21";"Kamila Tatiana ŁĄCZNA - nr na liście 22";"Jacek SUPERCZYŃSKI - nr na liście 23";"Ewa Monika MES - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Tomasz Edward LATOS - nr na liście 1";"Łukasz Paweł SCHREIBER - nr na liście 2";"Piotr Marek KRÓL - nr na liście 3";"Bartosz Józef KOWNACKI - nr na liście 4";"Ewa Elżbieta KOZANECKA - nr na liście 5";"Marek Leon WITKOWSKI - nr na liście 6";"Marcin WROŃSKI - nr na liście 7";"Ireneusz STACHOWIAK - nr na liście 8";"Jerzy KOWALIK - nr na liście 9";"Michał KRZEMKOWSKI - nr na liście 10";"Grażyna Edyta SZABELSKA - nr na liście 11";"Anna FALKOWSKA - nr na liście 12";"Tomasz Paweł SZAMOCKI - nr na liście 13";"Jolanta KOŁODZIEJ - nr na liście 14";"Elżbieta GOGOLA - nr na liście 15";"Krzysztof NAPIERALSKI - nr na liście 16";"Stanisława KUFFEL - nr na liście 17";"Kamila Teresa JABŁOŃSKA - nr na liście 18";"Antoni LEWANDOWSKI - nr na liście 19";"Paulina WENDERLICH - nr na liście 20";"Danuta Stanisława PILARSKA - nr na liście 21";"Żaneta Katarzyna ŚRUBKOWSKA - nr na liście 22";"Maria Alina WARDA - nr na liście 23";"Dariusz CIESIELCZYK - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Krzysztof Kamil GAWKOWSKI - nr na liście 1";"Jan Józef SZOPIŃSKI - nr na liście 2";"Michał WYSOCKI - nr na liście 3";"Izabela Anna NOWAK - nr na liście 4";"Anna Magdalena LUDWISIAK-KAWECKA - nr na liście 5";"Marek Krzysztof JELENIEWSKI - nr na liście 6";"Danuta Elżbieta KOŃCZAK - nr na liście 7";"Damian Adam SKAŁECKI - nr na liście 8";"Karolina KOZŁOWSKA - nr na liście 9";"Magdalena BIRSKA - nr na liście 10";"Elżbieta Maria BUDZIŃSKA - nr na liście 11";"Sławomir Ryszard GINTER - nr na liście 12";"Aleksandra Justyna SMOLAGA - nr na liście 13";"Wiesław Tadeusz MENARD - nr na liście 14";"Katarzyna Anna OSUCH - nr na liście 15";"Teresa WARSICKA - nr na liście 16";"Mateusz FRĘŚ - nr na liście 17";"Joanna Zuzanna PIASKOWSKA - nr na liście 18";"Piotr JAROSZ - nr na liście 19";"Artur GRUPA - nr na liście 20";"Sebastian SKAJA - nr na liście 21";"Michał Mateusz PISAREK - nr na liście 22";"Tomasz KRZESIŃSKI - nr na liście 23";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Łukasz Radosław PAJĄK - nr na liście 1";"Beata Maria PŁACZKIEWICZ - nr na liście 2";"Sara PIWOWAR - nr na liście 3";"Małgorzata Kinga KOZŁOWSKA - nr na liście 4";"Sławomir WOŹNIAK - nr na liście 5";"Jan Maciej WYSOCKI - nr na liście 6";"Marzena LIS - nr na liście 7";"Daniel Piotr KAPUSTA - nr na liście 8";"Dominik KOWALSKI - nr na liście 9";"Damian Tomasz KUŚNIERZ - nr na liście 10";"Andżelika Ewelina GAWINKOWSKA - nr na liście 11";"Bartosz Adrian RYCHLIK - nr na liście 12";"Adam Marek MAZUR - nr na liście 13";"Daria JAWORSKA - nr na liście 14";"Krzysztof Marian BARAŃSKI - nr na liście 15";"Piotr POGORZELSKI - nr na liście 16";"Paulina OLSZAK - nr na liście 17";"Sławomir Wojciech KLIBER - nr na liście 18";"Liczba obwodów"
"040704";"gmina wiejska";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";8469;9343;3189;5280;3;27;0;0;0;0;0;0;0;5278;0;0;5278;110;77;33;0;5168;1322;181;106;24;10;869;7;8;7;53;10;1;1;3;4;0;9;5;1;5;1;3;3;0;11;360;192;25;2;17;7;33;23;3;7;3;9;3;4;0;3;5;2;8;4;2;1;1;2;4;707;540;19;32;14;14;20;2;2;12;3;0;5;3;6;1;11;1;0;1;0;7;2;4;8;2138;572;163;80;97;93;13;410;547;8;11;25;14;6;21;4;8;11;8;9;11;5;1;5;16;527;279;42;41;30;37;4;6;5;18;7;15;4;5;1;5;2;2;5;4;2;3;3;7;114;15;3;19;9;24;3;7;3;2;0;0;1;1;4;3;2;6;12;11
"040705";"gmina miejsko-wiejska";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";9643;10461;3835;5808;3;18;0;0;0;0;0;0;0;5808;0;0;5808;110;74;36;0;5698;1789;262;141;29;12;251;4;6;13;976;11;3;2;7;2;0;5;1;2;1;1;4;1;1;54;345;185;11;14;16;8;25;14;6;6;3;5;7;6;5;3;5;2;10;1;2;1;4;2;4;569;364;20;26;6;25;12;11;7;13;3;4;4;8;3;3;4;4;7;1;2;11;8;8;15;2302;766;176;86;130;112;58;403;315;31;19;25;26;8;26;10;10;13;13;12;14;9;5;10;25;619;336;42;40;46;17;11;13;13;21;7;14;5;4;1;12;0;1;5;4;5;2;1;19;74;15;3;9;4;5;3;7;5;0;0;1;0;1;9;0;3;5;4;10
"040706";"gmina miejsko-wiejska";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";13729;15428;5552;8177;10;35;0;0;0;0;0;0;0;8177;0;0;8177;205;147;58;0;7972;1147;303;159;31;7;486;11;4;20;85;2;3;3;1;5;1;1;2;1;1;0;2;2;0;17;394;223;20;8;26;8;21;13;8;6;5;3;8;8;4;1;5;1;6;6;0;4;2;1;7;2215;2103;11;14;5;7;10;3;1;12;0;2;2;4;3;1;13;0;1;0;2;4;2;7;8;3273;1124;339;122;112;127;43;370;550;18;12;23;34;31;263;9;8;6;12;10;7;18;6;8;21;870;323;38;41;38;13;7;9;4;19;5;129;5;3;1;5;2;1;3;2;1;2;3;216;73;16;4;11;4;2;6;6;4;3;1;0;2;2;4;0;2;4;2;22
"040707";"gmina miejsko-wiejska";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";6953;7711;2679;4274;7;8;0;0;0;0;0;0;0;4274;0;0;4274;91;64;27;0;4183;1111;246;118;28;20;449;7;4;12;143;5;0;4;3;13;1;2;4;2;5;1;1;1;1;41;333;171;11;5;22;7;29;10;6;5;6;9;10;4;3;2;12;2;7;1;6;1;0;3;1;472;300;18;31;13;18;12;3;4;11;1;6;2;2;3;2;13;7;1;0;0;6;3;3;13;1717;572;161;77;90;49;16;219;344;14;7;15;30;2;10;15;17;8;12;12;14;7;0;12;14;476;219;27;91;31;11;17;5;3;13;6;3;5;3;1;11;0;2;5;5;8;2;2;6;74;14;0;15;6;2;7;6;0;3;3;0;0;3;3;0;1;4;7;11
"040708";"gmina wiejska";"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";3324;3626;1500;1824;2;7;0;0;0;0;0;0;0;1824;0;0;1824;48;27;21;0;1776;320;68;29;14;2;158;1;4;1;13;4;1;2;0;4;0;3;0;1;0;1;2;1;0;11;114;54;18;1;5;1;9;4;0;2;2;4;0;2;1;0;4;0;2;2;2;1;0;0;0;226;147;11;8;4;5;18;3;2;6;0;1;3;0;1;0;5;1;2;1;0;1;1;1;5;941;282;74;41;36;23;19;203;174;6;5;15;8;7;10;6;3;2;6;9;3;3;0;1;5;145;72;6;7;9;6;7;2;1;5;3;5;0;0;5;4;0;1;0;4;0;0;3;5;30;6;0;12;0;1;1;1;0;3;0;2;0;0;1;0;0;3;0;6
"040709";"gmina wiejska";"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";6536;7169;2690;3845;1;18;0;0;0;0;0;0;0;3846;0;0;3846;102;78;24;0;3744;812;165;89;16;16;411;5;6;5;35;9;3;2;3;2;1;1;5;4;4;0;4;3;1;22;237;134;11;6;7;4;16;6;4;7;1;9;1;2;0;3;8;2;6;0;1;1;3;0;5;548;179;15;24;17;5;244;3;3;9;6;6;7;5;0;3;1;1;1;0;0;4;0;6;9;1638;542;167;118;146;77;10;156;204;6;17;35;41;7;14;7;16;8;13;7;13;6;3;13;12;425;209;32;28;34;12;38;3;4;17;5;3;5;6;1;6;1;2;5;2;1;0;2;9;84;16;2;13;6;4;2;4;10;1;1;1;1;1;3;1;1;8;9;10
"040901";"gmina wiejska";"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";3280;3639;1431;1849;1;7;0;0;0;0;0;0;0;1849;0;0;1849;39;31;8;0;1810;319;88;41;10;2;27;4;4;6;19;1;0;1;0;1;0;1;1;1;3;1;1;1;0;106;110;54;4;3;7;1;7;5;0;1;0;2;1;5;0;1;4;0;7;4;1;0;0;1;2;351;280;6;9;6;5;4;4;2;4;4;0;2;2;3;0;4;0;0;0;0;1;1;13;1;804;236;68;38;80;54;9;136;53;9;3;11;41;4;17;5;6;4;1;2;4;3;1;5;14;205;105;19;13;11;6;5;2;0;14;0;3;0;1;0;5;0;0;3;0;0;2;0;16;21;5;2;0;3;0;1;3;1;0;0;0;1;0;0;1;0;1;3;6
"040902";"gmina wiejska";"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";3648;3819;1709;1939;1;9;0;0;0;0;0;0;0;1939;0;0;1939;51;42;9;0;1888;153;46;11;11;0;16;1;0;52;5;1;0;0;0;1;0;0;0;1;2;0;0;1;0;5;63;27;10;0;2;3;2;2;5;3;0;2;0;0;0;1;1;0;1;2;0;2;0;0;0;606;587;2;3;2;2;1;0;0;2;1;0;0;0;0;0;2;1;0;0;1;0;0;0;2;923;172;40;17;34;44;2;89;65;0;1;1;3;1;13;2;1;2;3;0;0;5;0;0;428;137;35;5;8;3;1;3;1;0;0;1;2;1;0;1;0;0;0;1;0;0;0;0;75;6;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;7
"040903";"gmina miejsko-wiejska";"gm. Mogilno";"mogileński";"kujawsko-pomorskie";17904;19548;6841;11063;12;37;3;3;0;0;0;0;3;11065;3;0;11065;207;162;45;0;10858;2274;762;332;95;38;217;32;18;129;191;11;5;11;3;10;3;16;8;7;6;1;2;7;7;363;704;346;44;10;33;15;61;25;17;16;8;15;13;14;9;2;11;5;12;9;4;2;5;4;24;2092;1661;17;56;28;33;10;11;4;20;2;4;14;7;2;7;145;5;1;6;1;6;12;23;17;4213;1323;364;201;368;426;50;417;592;30;16;25;38;20;41;13;36;19;29;26;13;18;5;35;108;1436;721;59;68;112;19;39;26;8;50;21;25;10;13;5;18;5;13;13;10;1;5;7;188;139;23;6;14;9;13;5;10;6;5;2;2;4;2;15;3;3;11;6;18
"040904";"gmina miejsko-wiejska";"gm. Strzelno";"mogileński";"kujawsko-pomorskie";8500;9441;3540;4960;4;29;0;0;0;0;0;0;0;4959;0;0;4959;109;80;29;0;4850;1245;181;51;15;13;81;7;2;802;41;1;2;3;2;9;2;1;3;1;4;0;3;2;2;17;215;106;14;2;6;5;22;18;7;6;4;5;7;2;0;0;1;0;4;3;1;0;0;0;2;935;843;8;10;16;8;4;4;3;7;3;3;2;2;1;0;4;0;1;0;1;2;0;4;9;1989;540;173;48;128;344;14;242;258;12;10;11;14;4;19;7;9;3;9;5;8;4;2;3;122;426;231;41;14;23;8;3;4;5;19;4;5;5;5;0;5;2;0;3;4;0;1;4;40;40;10;2;8;1;1;2;0;3;3;0;1;1;0;2;0;1;2;3;11
"041001";"gmina miejsko-wiejska";"gm. Kcynia";"nakielski";"kujawsko-pomorskie";9379;10300;4061;5318;12;16;0;0;0;0;0;0;0;5318;0;0;5318;123;86;37;0;5195;838;306;231;69;17;14;15;8;7;22;5;5;7;1;7;1;3;2;3;6;2;7;3;0;97;413;122;4;0;14;7;188;7;3;4;0;16;5;2;7;2;8;2;3;3;5;1;2;1;7;823;208;29;16;37;11;16;0;4;6;58;4;5;9;369;5;8;0;0;3;3;3;3;4;22;2386;908;258;102;149;461;26;19;154;11;19;38;18;3;23;12;71;6;16;16;17;35;4;9;11;655;265;135;25;45;14;52;18;3;22;9;9;5;14;0;7;1;1;4;5;3;5;5;8;80;18;5;4;4;4;5;8;4;5;0;1;0;4;3;1;0;10;4;13
"041002";"gmina miejsko-wiejska";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";6310;6960;2811;3499;2;11;0;0;0;0;0;0;0;3497;0;0;3497;94;66;28;0;3403;739;240;160;166;17;11;17;8;7;32;2;11;4;21;6;1;4;6;2;5;0;4;0;1;14;227;94;7;18;16;9;7;5;6;12;3;8;6;4;5;3;9;0;4;0;1;2;4;1;3;423;140;27;28;41;10;11;5;3;6;44;4;11;14;3;6;2;2;3;3;2;4;37;2;15;1537;399;561;131;93;113;37;14;28;6;25;17;13;2;6;4;22;4;10;7;16;13;3;3;10;404;173;49;20;19;3;25;28;3;36;6;5;6;3;0;7;3;2;2;4;0;3;0;7;73;14;3;11;8;2;2;3;2;5;3;1;1;2;3;1;2;5;5;11
"041003";"gmina miejsko-wiejska";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";23146;24864;8921;14225;20;50;2;2;0;0;0;0;2;14223;2;0;14223;230;139;91;0;13993;3836;1328;1022;719;72;79;97;52;29;86;12;58;10;51;17;4;11;14;13;21;2;10;13;10;106;960;491;28;33;57;21;46;18;17;31;7;16;9;14;12;8;20;2;22;10;19;4;58;4;13;1547;377;65;70;86;23;41;15;12;23;617;13;54;16;18;11;16;12;8;4;2;6;21;3;34;5193;1759;1664;239;296;422;46;38;100;23;28;128;34;16;26;18;128;13;24;24;52;53;13;22;27;2197;977;249;86;138;34;63;337;14;91;15;23;28;15;2;19;12;5;9;14;11;4;16;35;260;50;11;30;31;13;8;17;14;12;1;5;1;12;16;3;8;14;14;25
"041004";"gmina wiejska";"gm. Sadki";"nakielski";"kujawsko-pomorskie";5050;5551;2139;2911;3;15;0;0;0;0;0;0;0;2911;0;0;2911;64;47;17;0;2847;646;201;96;101;16;9;4;6;2;15;6;128;1;15;2;2;2;3;0;4;0;1;2;4;26;171;84;5;7;10;4;13;4;4;3;3;3;4;2;2;2;7;1;1;0;2;1;4;0;5;318;97;13;10;26;3;7;3;5;2;84;1;11;12;7;1;1;9;0;4;6;2;2;2;10;1367;356;234;76;46;416;12;11;25;9;22;20;13;3;22;5;47;7;4;7;10;14;2;2;4;301;126;15;14;22;6;13;42;1;24;5;7;3;2;1;3;1;3;5;1;3;0;3;1;44;12;1;5;4;1;1;0;4;0;1;0;1;3;2;0;0;3;6;10
"041005";"gmina miejsko-wiejska";"gm. Szubin";"nakielski";"kujawsko-pomorskie";16958;18667;6523;10435;9;57;0;0;0;0;0;0;0;10433;0;0;10433;147;90;57;0;10286;2938;956;664;249;135;62;137;29;8;52;13;13;15;17;18;8;7;9;9;7;2;7;6;12;503;841;323;22;16;39;25;87;8;15;8;4;17;9;13;190;5;10;1;16;7;8;2;2;2;12;906;321;63;58;88;19;57;11;11;22;59;9;19;7;52;8;8;6;6;6;0;6;10;17;43;3856;1370;493;204;235;800;28;22;173;15;21;98;24;10;25;18;29;14;21;12;28;166;7;22;21;1568;583;341;80;90;21;175;35;5;77;19;16;25;8;5;14;5;3;15;4;6;7;12;22;177;28;8;15;22;5;5;22;10;6;4;3;1;7;13;3;7;5;13;20
"041301";"gmina miejsko-wiejska";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";4927;5319;2266;2661;2;18;0;0;0;0;0;0;0;2661;0;0;2661;62;48;14;0;2599;538;197;24;262;5;4;0;3;1;7;2;0;4;0;3;0;7;1;1;2;1;0;7;0;7;177;64;6;6;11;3;8;1;7;5;3;7;3;1;1;1;24;1;3;6;2;9;0;1;4;310;68;13;16;61;5;14;8;3;11;6;17;2;9;3;3;8;1;1;3;41;4;2;0;11;1080;292;184;89;219;52;58;9;9;11;21;24;22;10;12;4;5;6;12;14;5;7;1;3;11;446;102;21;19;13;2;3;0;1;21;2;3;1;0;0;0;3;2;1;2;2;242;0;6;48;6;1;2;17;2;2;6;3;0;1;0;0;3;3;0;0;0;2;8
"041302";"gmina miejsko-wiejska";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";11111;12155;4475;6636;9;26;0;0;0;0;0;0;0;6635;0;1;6634;101;68;33;0;6533;1995;488;206;1109;14;10;12;12;4;16;12;6;17;5;15;1;27;1;4;5;1;2;5;1;22;420;147;12;8;15;8;19;8;10;7;2;7;7;11;6;3;79;2;6;2;5;48;3;1;4;600;121;21;14;88;4;11;5;1;15;5;195;4;10;3;1;2;3;2;1;58;10;11;0;15;2505;710;425;132;404;124;370;18;30;29;13;55;26;6;14;9;3;18;48;30;8;4;8;7;14;882;306;72;31;27;9;31;14;9;101;7;8;11;4;2;4;4;1;4;4;4;195;20;14;131;13;3;10;42;7;4;16;4;2;2;2;1;5;3;1;0;10;6;15
"041303";"gmina wiejska";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";3505;3839;1695;1810;4;9;0;0;0;0;0;0;0;1810;0;0;1810;60;43;17;0;1750;283;84;48;110;1;4;1;1;0;6;0;3;2;9;0;2;3;0;0;0;0;0;2;0;7;122;53;8;4;3;2;4;2;2;1;2;1;0;6;2;3;11;0;0;1;0;15;2;0;0;223;66;8;10;34;5;2;4;0;12;1;6;3;2;2;0;6;1;1;2;35;1;3;2;17;893;302;168;56;53;51;97;10;15;5;4;16;7;2;6;3;2;7;74;4;1;5;3;0;2;191;83;27;6;13;1;9;4;1;22;1;1;0;0;0;1;2;0;3;0;0;17;0;0;38;10;1;6;7;0;1;4;1;2;1;1;1;1;0;0;0;0;2;5
"041304";"gmina miejsko-wiejska";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";9379;10157;4207;5172;10;37;1;1;0;0;0;0;1;5172;1;0;5172;79;59;20;0;5093;1338;293;115;833;9;7;6;4;4;13;1;9;9;1;1;2;4;0;2;2;1;3;5;4;10;262;133;7;3;8;1;19;4;4;5;4;4;1;9;1;1;16;1;5;3;2;21;4;1;5;616;138;29;18;96;7;17;7;7;10;4;20;6;3;3;5;4;5;0;3;190;20;5;1;18;2283;727;363;71;162;207;490;15;30;21;7;56;8;4;13;5;18;12;31;14;15;3;3;1;7;485;213;38;20;31;7;15;4;5;74;4;7;6;2;2;2;2;3;8;5;2;20;3;12;109;17;3;15;22;4;4;9;5;7;3;2;4;2;2;1;1;1;7;14
"041401";"gmina wiejska";"gm. Bukowiec";"świecki";"kujawsko-pomorskie";3505;3887;1586;1919;1;9;0;0;0;0;0;0;0;1918;0;0;1918;54;39;15;0;1864;343;78;31;9;2;5;1;187;2;0;0;2;0;1;1;1;2;0;0;2;14;1;0;0;4;120;46;2;1;7;4;2;2;6;7;0;6;2;8;2;0;4;0;10;1;3;0;0;0;7;269;33;9;9;5;1;5;143;1;2;0;5;0;4;3;1;1;19;0;0;1;2;0;1;24;965;317;242;47;30;38;11;12;6;13;7;7;8;34;12;9;6;136;3;13;1;5;2;1;5;157;66;21;9;15;0;6;3;2;6;3;2;2;0;8;3;0;0;4;2;1;0;1;3;10;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1;6
"041402";"gmina wiejska";"gm. Dragacz";"świecki";"kujawsko-pomorskie";4940;5615;2130;2810;3;9;0;0;0;0;0;0;0;2809;0;0;2809;58;36;22;0;2751;646;223;63;50;11;17;3;178;6;19;10;4;1;1;9;1;2;6;8;6;1;2;6;3;16;235;103;10;7;24;3;5;6;3;11;1;14;2;1;4;3;10;0;12;2;4;1;7;0;2;258;84;13;24;11;7;10;20;6;27;3;8;1;5;2;3;5;3;1;1;0;3;1;1;19;1145;374;205;95;53;87;28;30;10;18;6;53;27;21;10;8;20;15;15;10;11;9;23;3;14;420;187;26;19;36;14;14;7;2;22;5;7;7;2;23;6;0;3;6;4;8;2;7;13;47;11;2;2;2;3;3;5;2;1;1;0;0;2;5;0;0;2;6;8
"041403";"gmina wiejska";"gm. Drzycim";"świecki";"kujawsko-pomorskie";3497;3859;1559;1938;3;7;0;0;0;0;0;0;0;1938;0;0;1938;37;33;4;0;1901;441;69;20;14;3;5;2;309;1;1;2;2;0;0;2;0;1;3;1;0;0;0;1;1;4;129;52;4;0;9;2;3;3;5;3;1;13;3;2;0;0;6;1;16;2;1;2;0;1;0;180;30;10;21;7;4;6;66;3;3;2;1;1;4;1;0;1;2;0;0;3;1;2;0;12;974;337;268;35;42;111;14;5;7;12;3;10;9;60;10;3;3;16;6;3;0;6;1;0;13;162;73;26;9;8;3;6;1;2;7;1;5;2;2;10;2;0;0;0;1;1;2;0;1;15;5;0;1;1;1;0;2;0;1;1;0;0;0;1;1;0;1;0;5
"041404";"gmina wiejska";"gm. Jeżewo";"świecki";"kujawsko-pomorskie";5583;6131;2466;3117;9;21;0;0;0;0;0;0;0;3117;0;0;3117;73;53;20;0;3044;754;144;58;19;6;3;3;473;1;4;6;3;5;0;3;2;1;0;1;1;8;0;0;0;13;275;84;5;3;13;2;5;5;8;8;2;21;5;6;1;5;5;0;86;1;3;0;2;0;5;207;37;15;24;6;3;4;65;4;6;2;5;2;8;2;4;3;2;0;1;0;1;2;1;10;1471;399;497;78;55;111;28;18;26;18;14;29;19;70;8;12;11;20;6;14;8;13;1;6;10;299;151;21;9;28;5;9;2;4;13;4;5;3;0;16;4;7;3;6;3;1;1;1;3;38;9;2;3;4;2;2;6;0;1;1;0;0;1;4;0;0;1;2;6
"041405";"gmina wiejska";"gm. Lniano";"świecki";"kujawsko-pomorskie";2972;3296;1112;1860;0;11;0;0;0;0;0;0;0;1859;0;0;1859;45;31;14;0;1814;387;76;20;18;11;6;4;216;1;3;3;1;1;0;3;0;9;0;0;1;8;0;3;0;3;134;41;3;0;9;5;3;3;5;0;1;50;1;1;0;2;2;3;0;0;3;0;0;1;1;224;41;6;15;4;7;5;103;4;4;1;6;0;1;4;2;1;1;1;0;1;4;0;2;11;901;291;286;53;38;50;24;13;8;12;4;18;8;16;8;1;8;8;16;14;7;7;1;5;5;147;58;17;17;18;2;3;2;1;3;2;5;3;1;3;2;0;2;3;1;0;1;1;2;21;4;2;1;2;0;1;0;2;1;2;2;1;1;1;0;0;0;1;5
