"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Joanna MUCHA - nr na liście 1";"Michał Mateusz KRAWCZYK - nr na liście 2";"Marta Anna WCISŁO - nr na liście 3";"Paweł Krzysztof NAKONIECZNY - nr na liście 4";"Bożena Grażyna LISOWSKA - nr na liście 5";"Krzysztof BABISZ - nr na liście 6";"Krzysztof KOMORSKI - nr na liście 7";"Krzysztof BOJARSKI - nr na liście 8";"Lucjan ORGASIŃSKI - nr na liście 9";"Bożenna WASILEWSKA - nr na liście 10";"Waldemar Franciszek BIAŁOWĄS - nr na liście 11";"Józef Stanisław JUCHNIKOWSKI - nr na liście 12";"Sylwia Stanisława GUZ - nr na liście 13";"Paweł Tomasz KUREK - nr na liście 14";"Magdalena Anna SZABAŁA - nr na liście 15";"Maciej Stefan TRYBOŃ - nr na liście 16";"Małgorzata Teresa DUNECKA - nr na liście 17";"Adam Andrzej KALBARCZYK - nr na liście 18";"Tomasz Lech BUCZEK - nr na liście 19";"Joanna Sława HOŁDA - nr na liście 20";"Katarzyna FATYGA - nr na liście 21";"Krzysztof Andrzej GŁADYSZ - nr na liście 22";"Magdalena Mariola WOJCIECHOWSKA-JĘDRZEJCZYK - nr na liście 23";"Michał Marcin MIŁOSZ - nr na liście 24";"Mariusz Grzegorz AUSZ - nr na liście 25";"Anna Barbara PADO - nr na liście 26";"Piotr SZCZUCKI - nr na liście 27";"Marek RAK - nr na liście 28";"Katarzyna Dorota WIĘCEK - nr na liście 29";"Zbigniew Wiktor JURKOWSKI - nr na liście 30";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jakub KULESZA - nr na liście 1";"Rafał MEKLER - nr na liście 2";"Jacek Mikołaj TOMASIAK - nr na liście 3";"Małgorzata Aneta TYLUS - nr na liście 4";"Mateusz Stanisław GRYZ - nr na liście 5";"Zbigniew Jakub WACH - nr na liście 6";"Anna Maria ZAJĄCZKOWSKA - nr na liście 7";"Michał WYPYCH - nr na liście 8";"Arkadiusz GAJDA - nr na liście 9";"Rafał Janusz KULICKI - nr na liście 10";"Piotr Marcin ZDUŃCZYK - nr na liście 11";"Piotr MAREK - nr na liście 12";"Ryszard Witold MILEWSKI - nr na liście 13";"Andrzej Tomasz WIĘCŁAWSKI - nr na liście 14";"Alicja WIECZOREK-KABAT - nr na liście 15";"Paweł Robert KUSIAK - nr na liście 16";"Anna REJA - nr na liście 17";"Anna Zofia SKWAREK - nr na liście 18";"Ewa Maria KRAWCZYK - nr na liście 19";"Marek Jakub SKARŻYŃSKI - nr na liście 20";"Monika Teresa AUGUSTYNOWICZ - nr na liście 21";"Dorota Maria MAZEK - nr na liście 22";"Damian ŁAGOWSKI - nr na liście 23";"Olga DROZD - nr na liście 24";"Anna KABASA - nr na liście 25";"Anna Joanna FLIS - nr na liście 26";"Szczepan KUPISZ - nr na liście 27";"Piotr Adam PANASIUK - nr na liście 28";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jan Zbigniew ŁOPATA - nr na liście 1";"Marek KOS - nr na liście 2";"Henryk Józef SMOLARZ - nr na liście 3";"Grzegorz Krzysztof KAPUSTA - nr na liście 4";"Dariusz Maksymilian KRZĘCIO - nr na liście 5";"Piotr Sławomir RZETELSKI - nr na liście 6";"Zenon Jerzy RODZIK - nr na liście 7";"Grzegorz Stanisław SZYSZKO - nr na liście 8";"Marek KOPEĆ - nr na liście 9";"Dariusz Stanisław KOŁODZIEJCZYK - nr na liście 10";"Marceli Mateusz NIEZGODA - nr na liście 11";"Karolina KUCHARCZYK - nr na liście 12";"Edyta Agnieszka DUDZIŃSKA - nr na liście 13";"Jerzy Włodzimierz BEDNARSKI - nr na liście 14";"Anna GRZYWACZEWSKA - nr na liście 15";"Anna SZMIDT - nr na liście 16";"Eliza Agata FRANCZAK - nr na liście 17";"Krzysztof Kamil CHOCHOWSKI - nr na liście 18";"Daniel STANIBUŁA - nr na liście 19";"Marlena PIĄTEK - nr na liście 20";"Magdalena MISIASZEK - nr na liście 21";"Renata Jolanta KASPRZAK - nr na liście 22";"Urszula Monika DRĄŻYK-ŚWITAJ - nr na liście 23";"Małgorzata BUJAK - nr na liście 24";"Magdalena Maria WDOWIAK - nr na liście 25";"Jacek Andrzej WILK - nr na liście 26";"Henryk Jan RUDNIK - nr na liście 27";"Barbara KOT - nr na liście 28";"Aneta ODROBIŃSKA - nr na liście 29";"Daniel SŁOWIK - nr na liście 30";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Sylwester Karol TUŁAJEW - nr na liście 1";"Przemysław CZARNEK - nr na liście 2";"Gabriela MASŁOWSKA - nr na liście 3";"Artur SOBOŃ - nr na liście 4";"Lech Stanisław SPRAWKA - nr na liście 5";"Krzysztof SZULOWSKI - nr na liście 6";"Krzysztof GŁUCHOWSKI - nr na liście 7";"Sławomir SKWAREK - nr na liście 8";"Adam Krzysztof KAŁASKA - nr na liście 9";"Jerzy Feliks BIELECKI - nr na liście 10";"Teresa BOGACKA - nr na liście 11";"Magdalena FILIPEK-SOBCZAK - nr na liście 12";"Leszek KOWALCZYK - nr na liście 13";"Kazimierz Bogusław CHOMA - nr na liście 14";"Marek Grzegorz WOJCIECHOWSKI - nr na liście 15";"Tomasz Zbigniew PITUCHA - nr na liście 16";"Arkadiusz JUREK - nr na liście 17";"Piotr Andrzej PATKOWSKI - nr na liście 18";"Jolanta SZAŁAS - nr na liście 19";"Andrzej Marek PRUSZKOWSKI - nr na liście 20";"Ewa ZYBAŁA - nr na liście 21";"Krzysztof Piotr PODKAŃSKI - nr na liście 22";"Renata Maria SZCZYPA - nr na liście 23";"Dorota BARANOWSKA - nr na liście 24";"Ewa SZAŁACHWIEJ - nr na liście 25";"Dorota SKRZAT - nr na liście 26";"Magdalena Sylwia UDRYCKA - nr na liście 27";"Radosław Marian ŚPIEWAK - nr na liście 28";"Ilona Ewelina DUDA - nr na liście 29";"Jan Jakub KANTHAK - nr na liście 30";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej CZERNIAK - nr na liście 1";"Magdalena Anna DŁUGOSZ - nr na liście 2";"Tomasz KITLIŃSKI - nr na liście 3";"Marek MAZUREK - nr na liście 4";"Katarzyna Edyta ZABRATAŃSKA - nr na liście 5";"Marek Waldemar KOŁODZIEJCZYK - nr na liście 6";"Robert Michał LACHOWSKI - nr na liście 7";"Agnieszka Monika LENART - nr na liście 8";"Paulina SKIBA - nr na liście 9";"Agnieszka Halina MARCINKOWSKA-KOZAK - nr na liście 10";"Władysław MASZKOWSKI - nr na liście 11";"Jolanta REBEJKO - nr na liście 12";"Beata WICHA - nr na liście 13";"Andrzej Wawrzyniec BANAŚ - nr na liście 14";"Adrian STĘPNIAK - nr na liście 15";"Jarosław Paweł IWAN - nr na liście 16";"Patryk STOLARSKI - nr na liście 17";"Karolina SŁOMKA - nr na liście 18";"Barbara KOWALSKA - nr na liście 19";"Gabriel Jan KACZYŃSKI - nr na liście 20";"Anna Maria ŁABAREWICZ - nr na liście 21";"Grażyna Irena ROJEK - nr na liście 22";"Dariusz Władysław FIGURA - nr na liście 23";"Walenty KUŁAGO - nr na liście 24";"Monika Barbara MIKITA-SKIBA - nr na liście 25";"Grzegorz Jerzy NOWICKI - nr na liście 26";"Joanna Edyta KASZA - nr na liście 27";"Emilia Dominika SKUBIS - nr na liście 28";"Szymon FURMANIAK - nr na liście 29";"Jacek Marek GALLANT - nr na liście 30";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marek Marian WOCH - nr na liście 1";"Barbara BERECKA - nr na liście 2";"Jarosław Szczepan MARKIEWICZ - nr na liście 3";"Andrzej Robert KUSZYK - nr na liście 4";"Arkadiusz POGONOWSKI - nr na liście 5";"Jolanta Marta ZARYCHTA - nr na liście 6";"Adrian Hai DANG XUAN - nr na liście 7";"Agnieszka Monika MAZUR - nr na liście 8";"Arkadiusz Jacek MISIAK - nr na liście 9";"Dariusz KRZYSZTOFIK - nr na liście 10";"Anna ROLA - nr na liście 11";"Marlena Wanda STRADOMSKA - nr na liście 12";"Paweł TCHOREK - nr na liście 13";"Małgorzata Anna SZWAJEWSKA - nr na liście 14";"Karol Paweł DADEJ - nr na liście 15";"Jolanta Barbara TARŁOWSKA - nr na liście 16";"Marcin Jakub PIETROSIŃSKI - nr na liście 17";"Tomasz Marcin SŁAPCZYŃSKI - nr na liście 18";"Piotr DOMAŃSKI - nr na liście 19";"Magdalena MYŚLIWIEC - nr na liście 20";"Mateusz Waldemar KAMOLA - nr na liście 21";"Katarzyna KOKOT - nr na liście 22";"Piotr Mariusz ZIELIŃSKI - nr na liście 23";"Artur Lech BANACH - nr na liście 24";"Tomasz Wojciech KĘPOWICZ - nr na liście 25";"Renata GRZEGORCZYK - nr na liście 26";"Ines Agnieszka KIERZKOWSKA-ŻUK - nr na liście 27";"Marek Robert MANDELA - nr na liście 28";"Wojciech SZWERC - nr na liście 29";"Dominika CINNER - nr na liście 30";"Liczba obwodów"
"060705";"gmina wiejska";"gm. Kraśnik";"kraśnicki";"lubelskie";5316;5730;2093;3223;4;11;0;0;0;0;0;0;0;3223;0;0;3223;35;22;13;0;3188;284;111;5;7;3;3;85;0;3;1;1;1;0;3;55;1;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;215;126;16;9;14;3;2;2;5;1;2;5;6;1;3;1;3;1;4;0;1;0;1;0;2;0;3;2;2;431;32;301;4;5;1;13;0;1;2;2;1;2;37;5;0;2;3;0;0;3;8;3;0;0;0;3;0;1;0;2;2029;284;465;79;43;23;15;12;10;8;45;21;5;15;874;20;3;5;3;1;2;4;22;1;2;2;3;3;2;19;38;193;37;19;5;2;3;2;0;93;4;0;0;1;4;4;0;0;1;2;1;2;0;0;3;1;2;1;2;0;0;4;36;7;4;2;0;0;1;1;2;3;2;5;0;0;0;1;0;0;0;0;1;0;2;0;0;0;1;0;1;1;2;5
"060706";"gmina wiejska";"gm. Szastarka";"kraśnicki";"lubelskie";4329;4712;1668;2662;7;11;0;0;0;0;0;0;0;2662;0;0;2662;31;15;16;0;2631;130;61;2;19;2;2;27;4;0;0;1;1;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;65;36;1;2;2;1;3;3;2;1;2;0;2;1;1;1;0;1;0;1;1;0;0;1;0;0;2;0;1;209;17;156;1;0;1;8;0;1;1;1;0;0;8;1;1;0;0;0;0;2;6;0;2;0;0;2;0;0;0;1;2118;250;469;68;39;21;16;4;7;10;157;16;6;10;906;12;4;6;2;5;3;1;1;3;1;2;2;0;3;14;80;95;35;13;5;1;0;1;3;23;3;0;0;1;0;3;0;0;2;2;0;0;0;1;0;2;0;0;0;0;0;0;14;7;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;5
"060707";"gmina wiejska";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";4770;5181;2141;2629;1;8;0;0;0;0;0;0;0;2629;0;0;2629;39;22;17;0;2590;182;101;6;6;0;4;37;1;0;0;0;0;0;1;15;1;1;1;1;1;0;1;1;0;0;0;0;2;0;0;2;109;58;6;1;7;3;5;4;2;4;3;0;1;2;3;0;3;2;0;0;1;0;0;0;1;2;0;0;1;388;34;260;5;0;3;14;1;1;3;1;4;4;35;4;0;2;1;1;1;0;9;1;1;0;0;0;0;1;2;0;1726;177;282;61;25;18;20;12;6;6;45;21;8;9;916;20;5;3;3;6;1;3;6;4;2;0;4;0;3;15;45;153;48;18;2;5;1;4;1;49;7;0;0;1;3;2;0;0;1;2;0;1;1;0;1;1;0;0;0;1;1;3;32;4;1;2;0;0;0;3;0;0;2;2;0;1;0;1;1;1;0;2;0;0;6;2;0;0;0;0;1;1;2;10
"060708";"gmina miejsko-wiejska";"gm. Urzędów";"kraśnicki";"lubelskie";6356;6912;2529;3827;15;10;0;0;0;0;0;0;0;3827;0;0;3827;63;34;29;0;3764;292;129;10;8;1;7;54;3;0;1;2;1;0;0;70;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;2;172;107;11;8;8;0;4;5;3;5;3;1;2;1;1;1;0;1;0;2;2;2;1;0;0;1;0;3;0;623;53;417;8;0;1;16;9;1;1;3;2;1;21;3;3;1;1;1;0;0;70;1;0;0;3;3;0;4;0;0;2511;367;701;79;55;11;15;10;10;6;25;16;10;13;972;16;3;4;53;7;2;10;25;1;1;1;7;2;7;12;70;136;43;17;5;4;6;3;6;23;3;0;2;1;2;3;1;1;3;0;0;2;1;0;0;0;0;0;3;3;2;2;30;8;3;1;0;0;0;1;0;1;0;7;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;2;9
"060709";"gmina wiejska";"gm. Wilkołaz";"kraśnicki";"lubelskie";3986;4304;1332;2654;3;8;0;0;0;0;0;0;0;2653;0;0;2653;26;19;7;0;2627;130;61;3;7;0;1;32;2;0;8;0;2;0;1;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;183;113;8;4;7;1;3;5;3;3;2;5;7;0;2;0;2;3;0;1;2;1;0;0;1;1;1;3;5;259;57;138;10;1;0;6;1;1;3;2;3;0;2;2;0;1;1;2;0;0;19;1;1;1;0;3;0;1;0;3;1932;257;696;67;56;35;11;10;7;1;10;20;13;7;578;13;6;7;4;5;1;4;11;2;1;1;10;2;3;13;81;98;28;15;2;4;0;3;2;16;7;5;2;1;0;0;2;0;2;0;0;2;1;0;1;0;0;1;1;0;0;3;25;3;3;0;1;0;1;4;2;1;0;1;0;0;1;0;0;0;0;1;0;2;1;1;0;1;0;0;1;0;1;4
"060710";"gmina wiejska";"gm. Zakrzówek";"kraśnicki";"lubelskie";4859;5250;1943;2916;6;4;0;0;0;0;0;0;0;2916;0;0;2916;32;18;14;0;2884;185;71;4;35;0;1;54;2;0;0;1;0;0;0;6;1;0;1;1;2;1;0;0;1;1;1;0;0;1;0;1;183;118;11;3;3;3;5;5;6;4;3;3;1;1;5;0;4;0;0;1;0;0;0;0;1;0;2;1;3;349;40;238;10;5;1;7;2;1;2;2;1;4;7;2;2;3;1;0;2;1;2;0;0;0;1;3;6;2;0;4;2034;391;776;68;31;17;13;7;5;2;24;8;7;6;546;13;3;6;5;2;3;6;17;3;1;2;5;0;3;5;59;112;42;8;2;3;7;1;1;29;1;1;0;1;1;0;3;0;0;4;1;2;0;0;0;0;1;0;0;1;0;3;21;4;1;0;0;0;0;5;0;0;0;3;1;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;0;0;2;6
"060801";"gmina miejska";"m. Lubartów";"lubartowski";"lubelskie";15976;17181;4986;10991;19;58;0;0;0;0;0;0;0;10991;0;1;10990;72;38;34;0;10918;2113;1322;95;105;22;23;8;26;6;3;8;6;3;394;4;7;1;5;12;1;5;10;3;11;4;9;4;0;3;2;11;1491;318;36;990;6;5;9;18;11;12;7;4;12;1;6;2;2;12;3;6;2;5;2;1;6;1;7;1;6;982;122;222;127;21;12;40;6;198;14;3;3;19;8;13;4;6;105;1;2;8;4;3;1;5;2;2;7;5;0;19;5125;1129;1176;218;233;48;45;32;16;18;25;117;50;33;8;17;36;13;3;13;62;1505;9;1;9;21;8;4;7;22;247;1014;446;224;57;32;17;13;24;19;14;7;9;4;9;6;6;2;2;12;4;2;3;6;9;46;4;3;5;8;3;18;193;19;12;6;1;0;4;10;4;42;4;15;1;13;3;3;3;4;1;4;1;3;3;7;3;4;4;2;1;2;14;12
"060802";"gmina wiejska";"gm. Abramów";"lubartowski";"lubelskie";3033;3331;1070;1963;5;11;0;0;0;0;0;0;0;1963;0;0;1963;20;11;9;0;1943;57;30;9;4;0;2;0;1;0;0;0;1;0;6;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;150;81;9;8;5;0;0;5;5;7;2;1;3;1;1;1;1;1;1;0;1;0;0;1;3;2;1;5;5;202;41;8;42;19;2;27;3;28;0;1;2;0;1;0;1;0;0;0;0;3;1;2;0;2;2;1;0;0;0;16;1457;340;537;74;58;23;40;5;48;15;9;14;16;20;2;20;36;3;13;14;19;68;11;2;4;3;7;1;3;11;41;55;23;13;1;2;0;1;4;0;0;0;0;1;3;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;1;1;22;4;1;1;0;1;1;0;0;0;1;4;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;3;7
"060803";"gmina wiejska";"gm. Firlej";"lubartowski";"lubelskie";4286;4734;1782;2504;4;21;0;0;0;0;0;0;0;2504;0;0;2504;39;24;15;0;2465;229;134;9;20;7;7;1;3;2;2;1;1;0;31;2;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;3;220;103;9;38;9;3;4;10;4;4;2;1;4;4;3;2;2;4;3;2;0;1;1;0;0;4;1;1;1;255;27;17;87;17;3;17;0;36;11;3;2;3;2;1;3;4;7;1;0;0;2;0;0;1;1;0;4;3;0;3;1567;358;488;62;62;23;13;17;130;4;10;40;15;16;12;21;15;7;4;8;10;176;15;1;0;2;1;1;5;10;41;161;83;17;6;11;1;3;3;3;5;2;2;1;2;1;2;1;2;1;0;6;3;2;0;1;0;0;1;1;0;1;33;3;0;0;0;0;1;3;1;2;0;8;0;3;1;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;1;8
"060804";"gmina wiejska";"gm. Jeziorzany";"lubartowski";"lubelskie";2042;2235;876;1166;3;9;0;0;0;0;0;0;0;1166;0;0;1166;25;11;14;0;1141;68;45;4;5;1;0;0;3;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;3;66;39;2;2;2;0;0;4;2;1;0;1;1;0;0;1;0;0;0;2;1;0;1;0;1;1;3;0;2;146;13;7;23;21;2;13;1;47;2;1;2;1;1;0;1;2;1;0;0;2;0;1;0;0;0;0;0;1;0;4;808;143;315;26;12;7;5;5;102;23;4;10;4;18;1;10;0;3;2;4;3;77;3;1;3;3;3;0;2;11;8;51;17;14;4;3;1;2;0;0;5;0;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
"060805";"gmina wiejska";"gm. Kamionka";"lubartowski";"lubelskie";4714;5139;1970;2744;7;12;0;0;0;0;0;0;0;2744;0;0;2744;34;25;9;0;2710;322;194;19;19;5;5;3;3;2;2;1;1;0;22;1;2;0;1;3;2;2;0;0;17;3;2;2;0;3;3;5;208;96;5;38;5;5;3;6;5;3;2;1;4;3;1;0;1;2;2;4;3;3;0;3;4;1;5;0;3;312;52;14;134;7;3;30;4;32;3;4;0;3;3;1;2;0;7;0;4;0;0;0;1;0;2;0;0;3;1;2;1669;339;699;61;76;38;16;9;31;7;7;24;48;22;3;18;11;3;4;7;18;141;11;4;3;6;4;2;3;16;38;161;59;43;10;9;1;4;1;1;3;2;3;5;0;1;1;0;1;1;0;2;0;1;0;3;0;0;1;2;4;3;38;3;1;1;0;0;1;4;1;3;0;4;0;3;2;2;2;2;0;2;1;0;3;0;1;0;0;2;0;0;0;9
"060806";"gmina miejsko-wiejska";"gm. Kock";"lubartowski";"lubelskie";4790;5147;2017;2773;2;18;0;0;0;0;0;0;0;2773;0;0;2773;38;18;20;0;2735;240;175;4;12;3;2;1;2;2;3;2;2;0;13;3;0;0;1;0;1;4;6;0;0;0;0;0;1;1;0;2;134;75;3;7;5;3;3;5;3;4;3;2;4;0;2;2;0;0;0;0;1;2;0;0;5;0;1;1;3;239;40;20;87;4;5;3;3;41;4;2;2;3;0;1;4;1;3;0;0;2;2;1;1;1;1;1;0;2;0;5;1924;282;803;78;61;31;22;27;99;12;18;46;33;39;1;32;10;7;4;17;16;142;13;3;10;12;5;5;4;40;52;121;47;20;6;7;2;5;1;5;2;2;1;3;3;0;1;2;0;2;0;2;1;1;0;0;1;1;0;0;0;6;77;7;2;0;3;2;1;1;2;1;1;3;1;0;0;40;1;1;0;4;2;0;1;0;0;0;0;0;0;1;3;8
"060807";"gmina wiejska";"gm. Lubartów";"lubartowski";"lubelskie";8146;9005;2654;5493;0;25;0;0;0;0;0;0;0;5493;0;0;5493;57;36;21;0;5436;585;338;36;41;6;11;6;5;9;0;4;2;3;81;3;2;0;3;3;0;3;9;1;2;3;2;0;1;3;3;5;496;185;9;164;7;3;3;19;7;5;9;6;7;3;1;5;5;8;5;3;2;3;6;3;9;3;2;1;13;631;50;102;244;9;8;19;1;66;15;6;3;8;6;8;6;8;32;1;2;4;3;0;3;1;1;2;1;6;0;16;3295;565;759;133;147;37;38;21;35;11;6;46;32;18;12;15;16;6;5;14;9;1125;12;7;10;12;9;4;5;30;156;337;128;52;14;21;9;6;12;5;12;2;2;5;5;1;2;0;2;13;1;6;2;4;3;9;1;6;5;2;1;6;92;9;4;0;2;0;3;4;4;8;1;17;0;8;0;5;0;2;1;4;1;0;2;1;1;2;3;1;0;2;7;12
"060808";"gmina wiejska";"gm. Michów";"lubartowski";"lubelskie";4506;4907;1874;2632;12;16;0;0;0;0;0;0;0;2630;0;0;2630;32;20;12;0;2598;154;100;3;16;1;3;2;1;2;0;2;2;0;9;1;0;0;3;0;0;2;2;0;1;0;0;0;1;0;0;3;163;81;5;17;6;3;2;10;3;5;5;2;4;1;3;1;1;1;0;1;0;1;1;1;1;2;0;1;5;373;29;9;116;11;3;133;1;33;8;1;0;2;2;4;2;1;1;0;2;2;2;0;2;0;0;1;0;0;2;6;1772;329;497;221;59;16;59;17;72;3;7;20;26;25;9;22;10;2;32;6;144;128;5;3;6;4;5;4;2;18;21;115;48;17;11;7;0;2;0;6;4;1;0;0;4;1;2;6;0;0;1;1;1;1;0;0;0;0;0;0;0;2;21;5;0;1;0;0;2;1;0;2;1;4;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;6
"060809";"gmina wiejska";"gm. Niedźwiada";"lubartowski";"lubelskie";4562;4973;1731;2831;7;6;0;0;0;0;0;0;0;2831;0;0;2831;38;23;15;0;2793;142;80;9;11;3;4;3;3;2;0;1;1;1;13;0;0;1;1;3;0;0;2;0;1;1;2;0;0;0;0;0;221;96;3;69;4;1;3;5;5;0;6;1;3;2;2;1;5;3;0;3;1;1;0;1;3;2;1;0;0;269;24;88;59;10;0;3;0;40;4;1;1;3;3;1;0;0;13;0;1;1;2;0;0;3;2;1;2;1;1;5;2029;383;619;60;83;18;14;10;12;8;8;42;13;34;3;16;4;5;4;4;10;587;9;3;5;9;4;0;3;4;55;96;32;13;9;7;2;3;4;6;3;1;0;0;4;0;1;1;0;1;0;2;1;0;1;0;0;0;0;0;2;3;36;6;1;0;0;1;2;1;3;3;0;4;0;1;1;2;1;1;0;1;0;0;0;1;0;3;1;0;0;0;3;6
"060810";"gmina miejsko-wiejska";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";3878;4258;1444;2434;14;11;0;0;0;0;0;0;0;2434;0;0;2434;27;17;10;0;2407;162;100;8;21;0;4;2;1;5;0;0;2;0;6;1;3;1;2;0;1;0;0;0;3;0;0;0;0;0;1;1;174;105;6;23;5;0;1;3;1;2;4;1;5;1;1;0;3;2;2;2;0;0;0;1;1;0;2;0;3;322;34;10;140;8;3;5;3;41;0;0;2;5;5;0;1;4;52;0;1;1;0;0;0;0;0;0;1;3;0;3;1599;212;893;50;113;18;6;7;10;2;6;10;13;12;0;18;7;5;6;5;0;153;3;0;1;7;2;3;1;3;33;125;48;24;5;9;1;1;11;2;4;0;1;1;1;0;3;1;2;3;0;3;0;1;1;0;0;0;0;1;0;2;25;4;1;1;0;0;0;1;1;1;1;2;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;7;5
"060811";"gmina wiejska";"gm. Ostrówek";"lubartowski";"lubelskie";2866;3105;1142;1724;3;8;0;0;0;0;0;0;0;1724;0;0;1724;28;20;8;0;1696;93;48;4;11;1;0;1;1;2;0;1;1;0;11;2;2;0;0;1;0;0;0;0;2;1;0;0;0;2;0;2;122;61;2;20;4;1;0;4;6;4;1;2;5;1;1;1;0;0;1;0;0;0;0;0;2;1;2;3;0;243;52;19;90;12;0;5;3;34;3;1;1;3;2;0;2;0;0;0;0;0;3;1;1;1;0;1;0;4;1;4;1175;302;348;44;41;25;11;6;20;6;6;31;26;26;2;15;7;6;1;3;2;149;28;3;3;11;7;1;0;18;27;51;29;6;1;5;2;2;0;0;1;1;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;12;1;2;1;0;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;6
"060812";"gmina wiejska";"gm. Serniki";"lubartowski";"lubelskie";3599;3938;1247;2352;4;5;0;0;0;0;0;0;0;2352;0;0;2352;35;20;15;0;2317;128;71;3;14;3;2;1;3;1;2;2;3;0;17;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;162;74;9;32;5;3;2;4;2;3;4;1;3;0;1;1;1;5;0;1;0;2;0;0;0;0;2;4;3;197;28;10;57;5;1;8;4;23;2;1;2;11;4;3;1;5;21;0;1;2;1;0;0;0;0;3;0;0;3;1;1708;273;722;62;69;22;17;13;6;5;8;32;12;25;1;18;6;4;3;10;6;257;45;1;7;20;6;3;2;12;41;88;50;8;2;2;5;0;2;2;4;0;1;0;2;0;0;0;0;3;1;0;2;0;0;1;0;0;1;0;1;1;34;0;3;0;0;0;1;3;4;5;1;3;0;0;0;0;1;1;0;4;1;1;0;0;1;0;0;1;1;0;3;5
