"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Witold Maciej ZEMBACZYŃSKI - nr na liście 1";"Tomasz Tadeusz KOSTUŚ - nr na liście 2";"Elżbieta Maria BIEŃ - nr na liście 3";"Ryszard Jan WILCZYŃSKI - nr na liście 4";"Monika Małgorzata JUREK - nr na liście 5";"Rajmund Tadeusz MILLER - nr na liście 6";"Robert WĘGRZYN - nr na liście 7";"Zbigniew Józef ZIÓŁKO - nr na liście 8";"Artur NOWAK - nr na liście 9";"Tadeusz Franciszek GOC - nr na liście 10";"Janusz Roman TRZEPIZUR - nr na liście 11";"Joanna Krystyna NIEDŹWIEDŹ - nr na liście 12";"Monika OŻÓG - nr na liście 13";"Małgorzata Ewa BESZ-JANICKA - nr na liście 14";"Adrian Marcin SULIKOWSKI - nr na liście 15";"Leokadia Albina KUBALAŃCA - nr na liście 16";"Henryk Paweł MAŁEK - nr na liście 17";"Grażyna GRABOWSKA-ŚWIĘS - nr na liście 18";"Dragomir Antoni RUDY - nr na liście 19";"Ewa Helena MUC-KLIMEK - nr na liście 20";"Adam Piotr RACZYŃSKI - nr na liście 21";"Rafał Krzysztof KAMPA - nr na liście 22";"Dariusz Piotr GAJEWSKI - nr na liście 23";"Barbara Ewa KAMIŃSKA - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jacek WILK - nr na liście 1";"Łukasz Rafał FOMICZ - nr na liście 2";"Daniel SZKARUPSKI - nr na liście 3";"Longin BARTNIK - nr na liście 4";"Jakub Hubert BEDRUNKA - nr na liście 5";"Ewa Małgorzata SIENKIEWICZ - nr na liście 6";"Bartosz Adam PUK - nr na liście 7";"Anna Maria JASTRZĘBSKA - nr na liście 8";"Kamila Urszula SEKIETA - nr na liście 9";"Anna DZIONY - nr na liście 10";"Teresa PRZEŁOŻNA - nr na liście 11";"Genowefa WOJNAR - nr na liście 12";"Marcin PĘKALSKI - nr na liście 13";"Jarosław GÓRNY - nr na liście 14";"Jolanta Halina KWIECIŃSKA - nr na liście 15";"Zbigniew ZARĘBA - nr na liście 16";"Tomasz JARECKI - nr na liście 17";"Zbigniew Henryk DZIĘGIELEWSKI - nr na liście 18";"Bartosz Dawid ROMANOWICZ - nr na liście 19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Paweł Piotr KUKIZ - nr na liście 1";"Stanisław RAKOCZY - nr na liście 2";"Paweł GRABOWSKI - nr na liście 3";"Antoni Jacek KONOPKA - nr na liście 4";"Piotr POŚPIECH - nr na liście 5";"Marcin Krzysztof OSZAŃCA - nr na liście 6";"Agnieszka Izabela ZAGOLA - nr na liście 7";"Wojciech Jan JAGIEŁŁO - nr na liście 8";"Kazimierz GŁOWACKI - nr na liście 9";"Tomasz Paweł WICIAK - nr na liście 10";"Barbara ZAJĄC - nr na liście 11";"Jan KRZESIŃSKI - nr na liście 12";"Katarzyna Agnieszka MALIK-MENDELSKA - nr na liście 13";"Jolanta MARKIEWICZ - nr na liście 14";"Leszek KAŁWAK - nr na liście 15";"Danuta Teresa KUPNY - nr na liście 16";"Alicja ZAWIŚLAK - nr na liście 17";"Ryszard Jan GAJDA - nr na liście 18";"Bożena Zofia LEWIŃSKA - nr na liście 19";"Miłosz Stanisław KROK - nr na liście 20";"Agnieszka Danuta WIECZOREK-GRINER - nr na liście 21";"Maria Ewa ŚMIGIELSKA - nr na liście 22";"Mirosław HANKUS - nr na liście 23";"Grzegorz Adam SAWICKI - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Violetta Teresa POROWSKA - nr na liście 1";"Katarzyna Beata CZOCHARA - nr na liście 2";"Janusz Marcin KOWALSKI - nr na liście 3";"Kamil BORTNICZUK - nr na liście 4";"Antoni Eugeniusz DUDA - nr na liście 5";"Sławomir KŁOSOWSKI - nr na liście 6";"Jerzy Kazimierz NASZKIEWICZ - nr na liście 7";"Andrzej CHRZANOWSKI - nr na liście 8";"Teresa BARAŃSKA - nr na liście 9";"Damian Jakub BUŁA - nr na liście 10";"Wojciech Stanisław KOMARZYŃSKI - nr na liście 11";"Zbigniew KITAJGRODZKI - nr na liście 12";"Marko Piotr MARKOWSKI - nr na liście 13";"Tomasz Szczepan OGNISTY - nr na liście 14";"Dariusz Stanisław KOLBEK - nr na liście 15";"Zbigniew Józef BRATOSIEWICZ - nr na liście 16";"Anna CHABRASZEWSKA - nr na liście 17";"Izabela Barbara MAJERSKA - nr na liście 18";"Anna Katarzyna STASIOROWSKA - nr na liście 19";"Adam DEPTUŁA - nr na liście 20";"Martyna Maria KOLEMBA-GASCHKA - nr na liście 21";"Anna GRZEBIŃSKA - nr na liście 22";"Maria Magdalena ŻUKOWSKA-JACYKOWSKA - nr na liście 23";"Marcin Michał OCIEPA - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Marcelina Monika ZAWISZA - nr na liście 1";"Piotr Jan WOŹNIAK - nr na liście 2";"Jarosław Stanisław PILC - nr na liście 3";"Anna Maria JURCZYK-MIŻEJEWSKA - nr na liście 4";"Małgorzata Jolanta OLIŃSKA-BIEG - nr na liście 5";"Maciej KACZOR - nr na liście 6";"Andrzej Oswald DROST - nr na liście 7";"Grażyna JUSZCZYK - nr na liście 8";"Stanisław NOWAK - nr na liście 9";"Anna Danuta BARYŁOWICZ - nr na liście 10";"Adam Lesław ŚWITLIK - nr na liście 11";"Iwona GAŁĄZKA - nr na liście 12";"Paweł Józef MUCHA - nr na liście 13";"Agata GĄSOWSKA-KRAMARZ - nr na liście 14";"Andrzej Marian ZĘBALA - nr na liście 15";"Katarzyna Ewa PAPROTA - nr na liście 16";"Grzegorz Paweł BEDNAREK - nr na liście 17";"Anna Magdalena KYCIA - nr na liście 18";"Michał Karol SORGOWICKI - nr na liście 19";"Alina Małgorzata MIENTUS - nr na liście 20";"Piotr Wojciech OSIADŁY - nr na liście 21";"Natalia Maria PODMOSTKA - nr na liście 22";"Jerzy PRZYSTAJKO - nr na liście 23";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19";"Ryszard Jerzy GALLA - nr na liście 1";"Zuzanna Teresa DONATH-KASIURA - nr na liście 2";"Józef Jerzy SWACZYNA - nr na liście 3";"Bernard Józef GAIDA - nr na liście 4";"Edyta Maria GOLA - nr na liście 5";"Zygfryd Franciszek STEUER - nr na liście 6";"Norbert Józef RASCH - nr na liście 7";"Joanna Teresa HASSA - nr na liście 8";"Kryspin Tomasz CIEPLIK - nr na liście 9";"Mirosław Piotr LASAR - nr na liście 10";"Anna Maria KASPRZYK - nr na liście 11";"Aleksander SACHANBIŃSKI - nr na liście 12";"Bogna Melania LEWKOWICZ - nr na liście 13";"Joachim Alfred ŚWIERC - nr na liście 14";"Maria Emilia KOSCHNY - nr na liście 15";"Rafał Artur MAGOSZ - nr na liście 16";"Krystyna Sylwia RYCHLIK - nr na liście 17";"Sebastian Andrzej GERSTENBERG - nr na liście 18";"Julita Maria WIDERA - nr na liście 19";"Bernard Adam GROEGER - nr na liście 20";"Norbert Hubert HOBER - nr na liście 21";"Stefan Jan SZŁAPA - nr na liście 22";"Brygida Barbara LABISZ - nr na liście 23";"Jan PANKALA - nr na liście 24";"Liczba obwodów"
"160302";"gmina wiejska";"gm. Bierawa";"kędzierzyńsko-kozielski";"opolskie";5596;6118;2710;2886;0;20;0;0;0;0;0;0;0;2885;0;0;2885;60;42;18;0;2825;665;243;47;46;24;19;5;204;8;8;4;3;8;5;1;1;1;0;3;4;3;2;3;4;19;233;155;11;3;4;8;5;5;8;4;1;2;2;5;6;2;3;2;0;7;254;172;18;12;3;2;0;1;8;1;1;7;0;1;2;1;1;1;3;1;1;10;3;1;4;979;386;101;116;75;62;36;4;67;15;19;1;0;6;13;5;5;6;5;1;9;1;4;3;39;228;116;30;9;6;4;4;1;5;7;1;1;9;7;2;13;0;4;4;1;1;0;1;2;466;142;9;17;6;9;10;4;48;1;0;3;1;0;3;1;1;0;1;5;8;5;0;5;187;7
"160303";"gmina wiejska";"gm. Cisek";"kędzierzyńsko-kozielski";"opolskie";4114;4529;2149;1965;0;4;0;0;0;0;0;0;0;1964;0;1;1963;51;36;15;0;1912;349;120;29;17;13;5;7;127;2;1;1;0;1;0;1;0;2;3;1;2;1;0;6;2;8;82;59;1;2;1;1;3;4;0;1;0;1;0;1;0;1;4;2;0;1;122;67;12;5;2;1;0;5;9;1;2;3;0;1;0;0;0;0;2;1;0;8;1;2;0;560;180;84;75;55;50;23;2;25;5;15;0;1;2;7;2;2;0;2;1;2;3;0;2;22;144;40;62;3;5;4;4;3;4;2;0;0;0;5;0;2;0;3;1;0;4;1;0;1;655;162;5;18;6;7;58;17;16;0;1;2;2;3;1;0;3;1;6;2;332;0;0;1;12;4
"160304";"gmina wiejska";"gm. Pawłowiczki";"kędzierzyńsko-kozielski";"opolskie";5516;6099;3037;2479;1;3;0;0;0;0;0;0;0;2479;0;0;2479;63;41;22;0;2416;506;232;42;18;21;5;6;124;11;2;5;4;1;5;3;1;0;0;2;7;1;0;5;3;8;119;78;2;3;3;4;3;6;1;2;6;1;1;2;0;3;2;0;0;2;226;118;31;5;10;5;0;5;7;2;2;4;1;2;1;2;0;0;3;1;4;18;0;1;4;912;295;181;88;73;42;73;18;33;8;18;1;2;3;13;2;4;3;1;0;2;0;3;1;48;182;57;69;6;5;5;5;1;4;5;2;0;4;3;2;3;3;2;2;2;0;0;1;1;471;218;30;34;5;11;76;11;10;0;3;1;1;3;2;2;1;0;27;4;23;0;1;1;7;7
"160305";"gmina wiejska";"gm. Polska Cerekiew";"kędzierzyńsko-kozielski";"opolskie";3060;3368;1645;1415;1;10;0;0;0;0;0;0;0;1416;0;0;1416;44;28;16;0;1372;265;111;29;8;8;5;0;80;2;3;0;0;0;3;0;0;0;1;0;2;1;4;2;0;6;83;52;1;3;3;1;1;0;3;1;5;0;1;3;2;1;1;1;1;3;131;56;7;4;6;4;1;3;6;0;0;4;0;0;0;0;0;2;0;0;0;34;1;0;3;446;179;41;53;15;38;15;5;19;10;11;0;2;2;16;4;4;1;0;0;1;3;3;2;22;122;59;21;5;7;0;3;2;1;0;1;0;6;2;0;5;2;3;0;0;1;1;2;1;325;167;14;17;1;5;42;6;4;2;1;2;2;0;0;1;0;0;0;1;50;0;2;0;8;5
"160306";"gmina wiejska";"gm. Reńska Wieś";"kędzierzyńsko-kozielski";"opolskie";6104;6687;3265;2839;1;6;0;0;0;0;0;0;0;2838;0;0;2838;76;66;10;0;2762;578;245;51;19;25;5;5;172;4;9;0;4;5;6;7;0;0;0;4;5;1;2;2;1;6;166;112;8;3;3;2;5;2;6;1;2;1;2;5;0;0;7;3;0;4;214;125;16;5;1;2;1;2;37;1;1;4;0;0;3;0;0;0;1;0;0;13;0;1;1;806;296;116;86;59;30;59;4;29;13;11;6;2;3;5;4;2;0;1;3;12;0;2;3;60;180;88;33;5;1;9;1;3;3;3;1;0;5;8;1;8;1;5;2;0;1;0;1;1;818;371;35;29;10;18;205;44;19;4;5;0;1;0;1;0;2;3;5;5;42;1;1;6;11;6
"160401";"gmina miejsko-wiejska";"gm. Byczyna";"kluczborski";"opolskie";6784;7336;3160;3624;2;17;0;0;0;0;0;0;0;3624;0;0;3624;75;54;21;0;3549;574;285;74;24;38;10;4;5;11;51;4;21;8;5;0;1;1;2;0;0;1;3;3;4;19;204;121;2;2;3;9;14;15;7;2;1;1;1;4;3;4;8;2;2;3;683;202;164;5;7;256;0;6;6;3;4;6;3;1;6;0;0;2;3;1;0;2;0;1;5;1698;459;73;143;22;64;115;7;8;12;530;3;23;1;3;3;2;1;3;3;6;2;6;1;208;364;121;51;5;91;3;13;0;4;6;1;3;2;2;2;3;3;11;2;0;2;0;30;9;26;10;2;0;1;1;1;2;1;1;0;0;3;0;0;0;0;0;0;1;1;1;1;0;0;9
"160402";"gmina miejsko-wiejska";"gm. Kluczbork";"kluczborski";"opolskie";26636;28953;11082;15552;25;62;0;0;0;0;0;0;0;15552;0;0;15552;157;97;60;0;15395;4272;1552;721;111;341;62;20;31;29;1059;8;39;132;31;8;12;2;2;10;6;8;5;9;12;62;1012;613;17;20;24;18;30;144;17;5;15;2;8;26;6;7;24;14;3;19;1913;624;530;29;15;606;3;17;10;4;7;12;6;4;8;5;4;2;5;3;0;1;6;2;10;5588;1297;710;1165;167;189;257;18;26;34;533;17;76;14;18;9;15;18;16;15;20;14;10;15;935;1840;951;321;54;51;26;86;13;28;62;11;6;34;14;6;33;21;23;11;6;9;6;44;24;770;237;16;8;22;18;2;12;5;389;3;9;7;3;7;3;1;3;3;9;1;6;1;0;5;29
"160403";"gmina wiejska";"gm. Lasowice Wielkie";"kluczborski";"opolskie";5127;5555;2975;2152;0;8;0;0;0;0;0;0;0;2152;0;0;2152;51;40;11;0;2101;281;117;45;9;27;11;6;1;1;39;1;1;3;6;2;0;0;1;0;1;0;0;6;1;3;116;76;6;1;1;5;7;3;3;1;2;1;0;2;2;0;1;4;0;1;388;78;75;8;2;203;0;2;0;3;0;2;0;1;0;3;2;0;3;1;0;0;0;0;5;702;240;93;112;11;29;24;5;7;8;57;0;2;3;5;0;4;4;3;1;3;0;0;2;89;163;75;38;6;6;2;7;2;2;6;1;1;1;2;1;2;4;2;0;1;2;0;1;1;451;205;15;4;7;4;3;13;1;30;1;133;5;1;4;1;0;0;3;2;0;15;2;0;2;10
"160404";"gmina miejsko-wiejska";"gm. Wołczyn";"kluczborski";"opolskie";9570;10427;4292;5278;14;27;0;0;0;0;0;0;0;5278;0;0;5278;80;44;36;0;5198;934;309;275;30;82;9;3;9;8;143;0;1;9;13;2;1;0;1;3;4;1;2;2;15;12;325;215;11;6;12;7;14;13;12;1;8;3;0;3;4;1;3;4;1;7;721;253;158;20;3;193;1;7;4;4;14;32;2;2;5;0;1;1;1;2;1;2;6;0;9;2651;484;190;415;95;114;153;14;22;23;483;8;21;7;10;6;13;7;10;2;8;6;6;6;548;510;202;137;9;18;10;10;4;5;20;4;3;5;12;5;12;3;9;1;2;4;4;25;6;57;18;2;1;3;1;1;0;1;23;2;1;0;0;1;0;0;2;0;0;0;0;0;0;1;15
"160501";"gmina miejsko-wiejska";"gm. Gogolin";"krapkowicki";"opolskie";9020;9885;4732;4288;2;27;0;0;0;0;0;0;0;4288;0;0;4288;103;78;25;0;4185;1059;506;241;77;49;8;11;33;19;9;17;11;5;10;6;2;1;2;8;4;9;1;5;3;22;242;155;6;11;6;7;8;2;4;1;7;3;0;9;3;3;5;4;2;6;387;253;35;14;10;5;1;7;7;4;1;7;1;1;4;1;3;2;2;1;1;4;2;7;14;1179;398;291;104;28;61;56;8;7;9;20;5;1;18;10;2;4;2;4;4;13;4;6;7;117;393;156;93;18;8;6;9;8;25;15;3;0;8;5;2;5;2;8;4;4;3;1;3;7;925;383;366;66;8;14;5;27;4;0;2;5;4;1;2;1;7;2;7;2;1;0;7;4;7;12
"160502";"gmina miejsko-wiejska";"gm. Krapkowice";"krapkowicki";"opolskie";16664;17987;7729;8936;8;38;0;0;0;0;0;0;0;8936;0;0;8936;147;115;32;0;8789;2479;1064;767;172;63;16;30;59;28;29;15;31;19;35;5;7;1;16;10;15;23;3;14;10;47;510;354;16;11;9;17;26;6;3;6;9;3;2;8;6;3;6;9;2;14;662;492;45;24;7;6;2;5;8;3;0;10;2;2;6;1;3;2;4;6;3;3;9;12;7;2643;787;509;286;96;119;115;26;21;32;25;14;4;118;7;14;12;8;13;4;16;6;11;10;390;964;388;226;21;13;8;12;2;115;65;6;4;26;6;4;12;5;7;11;2;9;3;11;8;1531;296;1067;22;10;12;2;22;5;1;49;5;3;1;3;0;14;1;5;2;3;0;1;5;2;18
"160503";"gmina wiejska";"gm. Strzeleczki";"krapkowicki";"opolskie";5529;6015;3074;2455;1;18;0;0;0;0;0;0;0;2455;0;0;2455;93;70;23;0;2362;500;145;232;9;17;6;8;3;2;2;0;0;1;4;0;1;1;8;3;5;6;38;0;2;7;96;61;1;2;2;0;7;1;3;1;6;4;0;0;0;0;2;3;0;3;139;92;19;0;0;1;1;6;2;1;4;1;0;0;2;0;1;0;6;3;0;0;0;0;0;678;197;209;76;27;27;21;4;6;5;25;2;1;8;5;7;3;0;2;0;3;2;3;5;40;132;57;40;6;4;1;2;1;2;2;0;1;3;2;0;2;1;3;2;0;0;1;2;0;817;386;268;18;18;9;1;42;6;4;19;1;3;1;2;0;15;1;9;0;1;1;5;2;5;6
"160504";"gmina wiejska";"gm. Walce";"krapkowicki";"opolskie";4080;4467;2351;1729;1;4;0;0;0;0;0;0;0;1729;0;0;1729;38;28;10;0;1691;226;98;50;15;7;0;0;10;2;6;1;0;1;1;1;1;0;5;3;13;0;1;5;0;6;84;55;4;0;5;7;5;0;1;2;0;0;0;2;1;0;1;0;0;1;118;77;11;5;0;4;1;0;2;0;2;3;2;0;0;1;2;1;0;0;1;2;0;2;2;392;129;75;46;23;20;19;1;4;4;15;3;0;1;3;13;3;1;1;0;2;1;0;1;27;107;35;25;8;4;0;2;3;0;10;2;0;3;3;1;4;0;2;0;0;0;1;3;1;764;265;252;44;10;14;5;26;5;2;54;1;4;0;1;5;26;0;33;0;1;0;2;11;3;6
"160505";"gmina miejsko-wiejska";"gm. Zdzieszowice";"krapkowicki";"opolskie";10918;11808;5177;5741;5;21;0;0;0;0;0;0;0;5741;0;0;5741;118;90;28;0;5623;1529;690;212;74;27;31;20;282;23;16;6;23;18;21;7;1;3;14;4;6;5;6;10;12;18;415;278;9;13;9;4;13;4;8;2;10;2;2;12;8;7;5;14;1;14;603;267;32;8;11;11;4;9;10;8;1;6;1;6;4;2;23;2;3;0;1;2;3;184;5;1676;438;256;289;87;89;142;20;21;25;18;6;2;15;9;3;6;5;5;3;11;93;7;8;118;657;307;138;9;18;15;10;11;29;15;7;1;16;8;1;23;9;10;3;7;3;3;5;9;743;281;112;63;7;53;3;12;2;0;2;3;2;2;3;2;3;0;1;6;4;2;2;174;4;10
"160601";"gmina wiejska";"gm. Domaszowice";"namysłowski";"opolskie";2648;2870;981;1667;3;7;0;0;0;0;0;0;0;1667;0;0;1667;38;19;19;0;1629;207;68;7;7;90;2;4;2;7;2;0;1;3;1;1;0;2;2;0;1;2;0;1;2;2;74;49;1;0;1;2;2;3;5;0;1;1;1;4;1;2;0;1;0;0;303;87;33;4;7;5;1;3;1;3;138;12;2;0;0;1;1;0;0;1;0;0;0;0;4;827;269;74;146;37;37;21;3;20;7;28;10;2;5;21;0;43;2;1;0;1;2;2;0;96;212;52;102;4;3;4;5;0;4;3;2;13;1;4;0;2;2;2;0;0;3;1;4;1;6;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;7
"160602";"gmina miejsko-wiejska";"gm. Namysłów";"namysłowski";"opolskie";19004;20509;7062;11942;7;45;0;0;0;0;0;0;0;11939;0;0;11939;157;102;55;0;11782;2806;542;110;96;1751;41;12;14;7;20;3;78;25;11;7;11;1;4;3;6;7;6;2;13;36;698;448;27;27;24;8;32;14;16;8;5;8;4;17;9;7;6;13;4;21;1713;475;71;34;29;27;3;14;8;6;926;66;4;3;9;1;0;2;5;7;1;5;6;3;8;5142;1523;437;1136;356;161;101;25;73;35;89;68;7;14;43;5;569;13;7;7;16;7;18;10;422;1381;472;475;36;19;20;10;8;11;16;7;205;17;14;8;10;5;13;8;3;2;3;2;17;42;21;2;0;4;2;1;0;1;1;0;0;2;0;1;0;1;4;0;0;0;1;0;0;1;28
"160603";"gmina wiejska";"gm. Pokój";"namysłowski";"opolskie";3910;4185;1960;1950;2;23;0;0;0;0;0;0;0;1950;0;0;1950;53;44;9;0;1897;412;137;46;12;140;2;6;2;10;3;0;5;0;0;1;0;0;1;2;0;1;1;21;1;21;69;40;3;0;2;3;6;0;2;0;0;0;0;9;1;1;0;0;1;1;464;102;25;9;6;9;0;25;3;1;8;261;0;0;1;2;2;1;1;4;0;0;1;0;3;640;219;56;92;18;49;31;2;7;10;30;2;5;1;17;1;3;1;1;1;4;0;5;4;81;214;89;58;5;11;4;3;2;7;6;1;3;6;3;2;3;2;1;2;0;0;2;1;3;98;51;7;2;3;0;0;2;0;2;3;1;2;1;1;18;1;2;0;1;0;0;0;1;0;9
"160604";"gmina wiejska";"gm. Świerczów";"namysłowski";"opolskie";2570;2779;1116;1453;0;0;0;0;0;0;0;0;0;1454;0;0;1454;30;25;5;0;1424;269;56;14;9;149;8;0;2;2;7;1;1;2;1;2;4;1;0;0;2;0;1;2;0;5;107;68;4;2;3;0;6;0;4;0;1;2;1;8;1;2;2;0;0;3;227;81;17;17;3;2;1;4;0;2;56;34;0;0;1;1;2;2;1;0;0;1;1;0;1;669;182;66;135;15;38;37;6;11;9;12;17;1;3;35;1;10;3;4;1;0;0;1;1;81;137;46;51;3;2;0;4;2;2;2;1;7;0;5;1;2;2;2;1;0;1;0;1;2;15;4;0;1;0;0;2;5;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5
"160605";"gmina wiejska";"gm. Wilków";"namysłowski";"opolskie";3220;3495;1508;1712;0;3;0;0;0;0;0;0;0;1712;0;0;1712;36;25;11;0;1676;229;53;17;12;99;11;4;3;5;4;0;6;3;0;1;0;0;0;1;5;0;0;0;1;4;81;51;2;4;3;1;1;4;0;0;0;1;0;5;1;2;2;1;0;3;331;84;41;5;2;3;2;2;3;1;154;14;2;2;2;0;1;3;0;0;0;1;6;0;3;863;233;114;108;40;59;16;9;12;13;22;20;1;4;12;1;149;3;4;4;0;0;3;2;34;166;56;50;6;3;3;5;0;3;4;0;14;2;0;3;1;1;6;2;0;4;0;2;1;6;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;7
"160701";"gmina miejsko-wiejska";"gm. Głuchołazy";"nyski";"opolskie";18250;19779;8088;10162;16;183;1;1;0;0;0;0;1;10161;1;0;10161;95;49;46;0;10066;2234;823;100;66;54;32;984;13;12;13;3;12;15;20;7;4;2;2;3;7;3;15;7;16;21;545;260;7;11;31;127;12;6;14;5;7;3;3;14;4;5;12;7;2;15;914;609;73;43;81;4;6;7;15;6;2;17;3;10;6;2;2;2;5;3;2;0;6;6;4;5058;320;472;107;3882;62;25;13;7;20;6;6;14;7;3;3;7;2;10;2;6;3;11;39;31;1278;317;678;39;15;14;10;12;16;16;6;5;14;21;7;16;5;16;4;2;2;41;9;13;37;16;3;2;2;1;1;0;1;0;2;2;1;3;0;0;0;1;0;0;0;1;0;0;1;20
"160702";"gmina wiejska";"gm. Kamiennik";"nyski";"opolskie";2605;2764;1250;1355;1;3;0;0;0;0;0;0;0;1355;0;0;1355;30;18;12;0;1325;163;48;11;9;1;3;46;3;2;0;1;4;0;1;0;0;0;1;0;1;0;11;0;18;3;64;42;4;3;0;3;4;0;2;1;0;0;1;2;0;0;0;0;0;2;144;71;2;5;54;2;0;1;1;0;0;0;2;1;0;0;0;0;1;2;0;0;0;1;1;827;192;216;84;164;29;15;3;5;12;6;2;1;4;46;3;0;0;1;0;2;0;3;24;15;125;10;91;1;3;0;0;0;1;2;1;2;3;2;1;2;2;2;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5
"160703";"gmina miejsko-wiejska";"gm. Korfantów";"nyski";"opolskie";6945;7485;3540;3405;1;25;0;0;0;0;0;0;0;3404;0;0;3404;70;53;17;0;3334;435;161;52;18;15;11;120;2;4;6;2;9;4;1;2;1;1;0;1;0;0;6;0;10;9;176;90;9;7;6;9;3;2;5;4;20;1;1;6;1;1;7;0;2;2;372;211;20;21;72;5;8;2;3;1;3;2;2;0;2;0;0;4;2;7;0;0;0;3;4;1923;319;681;265;344;65;49;7;5;20;33;4;4;10;3;2;4;11;2;1;2;2;2;41;47;292;68;158;9;8;1;5;3;9;4;1;1;5;7;0;6;0;1;0;0;0;3;2;1;136;88;9;1;4;2;2;11;2;1;8;1;0;2;0;0;1;0;0;0;0;0;0;1;3;11
"160704";"gmina wiejska";"gm. Łambinowice";"nyski";"opolskie";5450;5939;2518;2932;3;11;0;0;0;0;0;0;0;2932;0;0;2932;58;41;17;0;2874;510;152;74;23;13;12;176;5;5;2;0;6;4;5;4;0;0;0;0;1;0;12;0;10;6;200;133;5;4;3;15;6;4;2;0;4;1;0;2;3;0;10;4;1;3;422;240;20;14;39;2;7;3;10;3;0;3;1;0;3;0;1;1;0;68;4;2;1;0;0;1379;427;287;198;137;58;54;7;12;13;11;5;4;9;12;1;5;1;6;2;0;1;2;83;44;320;78;154;11;9;5;8;2;7;5;1;1;8;7;0;5;2;4;2;1;3;3;2;2;43;32;0;0;1;0;0;0;0;1;0;2;0;0;1;0;1;0;1;1;0;1;1;1;0;8
"160705";"gmina miejsko-wiejska";"gm. Nysa";"nyski";"opolskie";42459;45628;16734;25723;51;145;5;5;0;0;0;0;5;25729;5;1;25728;255;163;92;0;25473;7601;1003;281;135;37;69;5705;30;19;17;3;12;18;24;9;12;5;7;12;10;3;86;7;41;56;1295;835;28;20;47;108;34;12;22;26;25;7;2;32;12;10;21;15;3;36;2129;1345;68;83;368;16;5;15;19;6;4;28;8;5;12;2;4;5;6;25;9;6;12;49;29;10833;1653;1481;1090;4720;201;292;17;41;59;37;18;13;18;24;20;22;11;14;7;36;7;23;771;258;3533;789;2106;122;57;34;35;11;45;28;11;13;27;18;8;29;19;27;17;13;11;75;13;25;82;38;9;0;2;2;2;1;2;1;2;2;4;2;0;0;0;0;0;3;2;0;3;0;7;35
