"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"FENDRYCH Ewa Edyta - KW BEZPARTYJNI SAMORZĄDOWCY";"BAGIŃSKI Mikołaj Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"BIENIECKI Maciej Bogumił - KW BEZPARTYJNI SAMORZĄDOWCY";"KULA Damian Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"NABRDALIK Marzena Józefa - KW BEZPARTYJNI SAMORZĄDOWCY";"GRABOWSKA Aleksandra Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"SZWANKOWSKI Sylwester Waldemar - KW BEZPARTYJNI SAMORZĄDOWCY";"SKOWRON Maksym Mirosław - KW BEZPARTYJNI SAMORZĄDOWCY";"KŁÓSEK Aleksandra Sonia - KW BEZPARTYJNI SAMORZĄDOWCY";"FRYC Mirosława Zofia - KW BEZPARTYJNI SAMORZĄDOWCY";"WŁODARCZYK Magda Ala - KW BEZPARTYJNI SAMORZĄDOWCY";"TUREK Aneta Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"BILNIK Katarzyna Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"BIAŁKOWSKI Marcin Tadeusz - KW BEZPARTYJNI SAMORZĄDOWCY";"SIEMASZKO Michał Szymon - KW BEZPARTYJNI SAMORZĄDOWCY";"ZIMA Damian Edward - KW BEZPARTYJNI SAMORZĄDOWCY";"WNUK Kamil Wiesław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYKA Miłosz Maksymilian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŻELICHOWSKI Czesław Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JANOSIK Justyna Katarzyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PODSIADŁO Piotr Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MROZOWSKI Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PILAREK-JAGODZIŃSKA Agnieszka Krystyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BARCLAY Emil Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZENTKOWSKA Marta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAŁUŻA Anna Grażyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUDNICKI Grzegorz Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MASŁOWSKA Magdalena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BROŻEK Martyna Aniela - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BORDA Krzysztof Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUSEK Agnieszka Krzysztofa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PEZDA Marek Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MARCIŃSKI Krzysztof Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PANEK Jacek Bogusław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"CZARZASTY Włodzimierz - KW NOWA LEWICA";"ADAMCZYK Rafał Jan - KW NOWA LEWICA";"BOROWIEC Bożena Ewa - KW NOWA LEWICA";"GRELEWICZ Wiktoria - KW NOWA LEWICA";"WŁOCH Monika Barbara - KW NOWA LEWICA";"KWIECIEŃ Sylwia Edyta - KW NOWA LEWICA";"NITWINKO Wojciech Marcin - KW NOWA LEWICA";"DZIUBKA Marta - KW NOWA LEWICA";"BARSKA Gabriela Monika - KW NOWA LEWICA";"DEBABOWA Wiktoria - KW NOWA LEWICA";"CHUDZIKIEWICZ Wacław Michał - KW NOWA LEWICA";"HABERA Marcin Władysław - KW NOWA LEWICA";"ŻOŁĘDZKA Anna Jolanta - KW NOWA LEWICA";"WALCZYK-MADEJ Dorota Agnieszka - KW NOWA LEWICA";"WRONA Mateusz Roman - KW NOWA LEWICA";"KIECKA Mateusz Grzegorz - KW NOWA LEWICA";"CZUBILIŃSKA Anna Ewa - KW NOWA LEWICA";"LITEWKA Łukasz Karol - KW NOWA LEWICA";"MALIK Ewa Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"ANDZEL Waldemar Franciszek - KW PRAWO I SPRAWIEDLIWOŚĆ";"WARWAS Robert Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"STARZYCKI Dariusz Karol - KW PRAWO I SPRAWIEDLIWOŚĆ";"NOWICKA Danuta Czesława - KW PRAWO I SPRAWIEDLIWOŚĆ";"BACZYŃSKA Jadwiga - KW PRAWO I SPRAWIEDLIWOŚĆ";"DORS Gabriel - KW PRAWO I SPRAWIEDLIWOŚĆ";"WELON Grażyna Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIĄTEK Zbigniew Józef - KW PRAWO I SPRAWIEDLIWOŚĆ";"GACEK Renata Helena - KW PRAWO I SPRAWIEDLIWOŚĆ";"TRAWCZYŃSKA Ewa Irena - KW PRAWO I SPRAWIEDLIWOŚĆ";"OCIEPKA Piotr Radosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"LASKOWSKA Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOZIOŁ Barbara Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"RESZKE Jerzy Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHŁOPEK Elżbieta - KW PRAWO I SPRAWIEDLIWOŚĆ";"SOKOŁOWSKI Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"PANEK Zbigniew Bolesław - KW PRAWO I SPRAWIEDLIWOŚĆ";"JANOSKA Jerzy Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOLCZYK Marcin Czesław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JAKÓBIK Artur Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PAŁKA Krzysztof Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"POGAN Maciej Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAJKA Arkadiusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOZA Małgorzata Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIÓŁKOWSKA Patrycja Natalia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOKOSZKA Andrzej Mariusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KACIK Sylwia Agnieszka - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"TREPKA Przemysław Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STOLORZ Olga Zofia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SIKORA Waldemar - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JAGIELSKA Ewelina - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OLEJNIK Adrian Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BAŃKA Paulina Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAZUR Paweł Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SAŁUGA Wojciech Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DOLNIAK Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BOCHENEK Mateusz Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"STACHOWICZ Katarzyna Karolina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAZUR Mirosław Jerzy - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DUDZIŃSKI Krzysztof - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZOTA Ewa Marzena - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BANAŚ Zdzisław Czesław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JELONEK Iwona Aneta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WĘGRZYNOWICZ Marek Romuald - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WĄSOWICZ Teresa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIŁKA Grzegorz Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZAKRZEWSKA-ZAMORA Anna Krystyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KULIK Grażyna Danuta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SMÓŁKA Bartosz Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LIEGMANN Elżbieta Joanna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAJ Edyta Małgorzata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KLESZCZEWSKI Jarosław Marek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FLASZA Janusz Edward - KW POLSKA JEST JEDNA";"KAŃTOCH Piotr Zygmunt - KW POLSKA JEST JEDNA";"KRZYNÓWEK Anna Elżbieta - KW POLSKA JEST JEDNA";"GRĘŹLIKOWSKA Marzena Katarzyna - KW POLSKA JEST JEDNA";"KOZIOŁ Ksymena Joanna - KW POLSKA JEST JEDNA";"SZOPA Paweł Ludwik - KW POLSKA JEST JEDNA";"SZUMA Dobiesław Kazimierz - KW POLSKA JEST JEDNA";"MICHALIK Bernarda Henryka - KW POLSKA JEST JEDNA";"WÓJCIK Monika Anna - KW POLSKA JEST JEDNA";"JACHYM Ewa Teresa - KW POLSKA JEST JEDNA";"KNAPCZYK Paweł Borys - KW POLSKA JEST JEDNA";"BARAN Piotr Andrzej - KW POLSKA JEST JEDNA";"JANUSZEK Józef Edward - KW POLSKA JEST JEDNA";"PIETRAGA Jan - KW POLSKA JEST JEDNA"
5;"Szkolne Schronisko Młodzieżowe, ul. Niwa 45, 41-260 Sławków";240108;"m. Sławków";"będziński";"śląskie";1;1;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;48;1;0;9;11;2;3;0;1;2;0;2;1;0;2;0;0;0;32;33;11;3;0;0;0;1;1;1;0;0;2;1;1;1;0;84;63;91;25;7;5;1;2;0;6;4;14;1;1;3;0;0;1;0;20;23;4;1;1;1;2;1;0;3;1;1;1;1;0;1;6;56;91;29;43;5;6;16;3;1;2;1;1;0;0;1;0;1;1;22;0;4;0;0;1;0;0;0;0;0;0;1;1
1;"Miejski Ośrodek Kultury (parter-korytarz), ul. Adama Mickiewicza 2, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;1;0;0;0;0;4;0;1;0;1;0;0;0;0;0;2;12;6;1;7;2;1;2;10;0;0;0;0;1;0;2;0;0;1;39;5;2;0;3;3;0;0;2;1;0;0;0;1;0;0;0;23;43;50;6;5;13;2;5;1;1;3;3;0;4;12;0;0;0;2;13;6;0;0;3;0;2;0;0;0;0;0;0;0;0;2;1;19;66;2;8;8;0;1;7;4;0;0;2;0;0;0;1;0;25;0;0;0;0;0;0;0;1;0;2;0;0;0;0
2;"Miejski Ośrodek Kultury (parter-sala gimnastyczna), ul. Adama Mickiewicza 2, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;3;0;0;0;0;1;0;2;1;0;1;2;0;0;0;0;22;14;0;10;6;5;2;7;1;8;0;0;0;1;3;0;0;6;58;8;5;5;3;4;3;2;3;2;1;1;2;0;0;0;1;41;77;79;15;3;17;3;6;0;4;0;0;2;0;5;0;2;2;0;26;1;4;0;1;0;0;2;1;1;1;0;0;3;0;6;5;31;113;9;19;30;4;6;22;1;0;0;0;1;2;0;0;3;47;2;0;1;1;0;0;0;0;0;0;0;0;1;0
3;"Szkoła Podstawowa Nr 1 (świetlica), ul. Wojska Polskiego 4, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;2;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;32;12;3;6;1;3;0;6;2;0;0;2;0;1;4;1;0;8;59;7;4;3;1;3;0;5;3;0;0;1;0;0;1;2;1;59;99;95;13;2;12;13;6;1;3;1;1;1;4;8;3;1;1;3;24;3;3;2;3;1;0;3;0;0;1;0;0;1;1;0;1;29;131;16;17;40;1;2;11;0;0;0;5;0;0;2;2;0;57;1;1;0;0;1;0;4;0;1;0;1;0;0;1
4;"Szkoła Podstawowa Nr 1 (sala gimnastyczna), ul. Wojska Polskiego 4, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;3;0;1;1;0;5;0;1;0;2;0;0;0;0;1;1;23;4;2;6;2;2;2;8;1;0;3;1;1;1;5;0;0;6;60;0;7;1;2;6;1;2;1;0;0;0;1;0;0;0;0;46;59;48;13;6;14;11;10;0;1;0;1;1;0;10;0;2;3;3;29;3;0;0;0;1;1;2;0;0;2;1;2;4;4;1;3;26;130;10;14;36;0;10;15;0;2;1;2;0;0;0;1;2;52;6;1;1;1;1;0;1;1;0;0;0;0;2;0
5;"Szkoła Podstawowa nr 2, ul. Wiedzy 3, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;1;3;0;3;0;2;0;1;0;0;3;0;0;0;0;1;39;12;1;8;2;0;1;11;2;5;3;0;3;1;2;0;1;6;56;8;4;5;0;4;1;3;2;4;0;1;1;0;1;0;0;38;80;91;3;4;26;3;14;1;2;2;2;1;1;13;1;2;2;5;25;2;2;3;0;0;2;2;2;0;0;2;0;0;1;2;0;30;134;12;17;42;2;2;13;0;1;0;6;1;1;2;0;1;49;2;1;0;1;0;1;0;0;1;0;0;0;0;0
6;"Budynek byłej Szkoły Podstawowej nr 3, ul. Siewierska 44, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;9;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;23;8;4;12;3;2;2;6;1;2;0;2;0;0;1;0;0;4;38;2;2;3;0;4;0;3;0;1;1;0;1;1;0;0;1;27;55;77;8;6;14;3;6;0;4;0;2;1;2;6;1;0;0;2;20;4;0;3;0;4;2;1;0;1;1;2;0;0;0;2;4;25;80;5;9;22;1;2;27;6;0;1;2;1;0;0;0;0;29;3;0;0;0;1;0;0;0;0;0;0;1;0;0
7;"Remiza OSP, ul. Mikołaja Kopernika 66, 42-480 Poręba";241601;"m. Poręba";"zawierciański";"śląskie";1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;3;13;7;4;13;5;0;0;1;1;0;1;1;2;0;1;0;0;0;17;4;1;0;0;3;0;0;0;2;0;0;1;0;0;0;0;14;51;98;2;7;8;2;17;2;1;2;0;1;2;6;0;0;1;1;6;2;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;9;32;3;5;3;1;0;16;0;0;0;1;0;0;1;0;4;26;9;0;1;1;1;1;0;0;1;0;0;0;0;0
8;"Zakład Karny Wojkowice-Oddział Zewnętrzny w Ciągowicach, Ciągowice ul. Wojska Polskiego 10, 42-450 Łazy";241601;"m. Poręba";"zawierciański";"śląskie";1;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;1;0;1;0;2;1;0;1;0;0;0;1;1;0;6;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;10;5;6;2;2;1;0;0;6;0;0;0;1;2;0;2;0;0;12;1;1;2;1;1;2;2;1;1;2;1;0;0;1;0;1;15;4;9;1;2;4;3;3;2;0;0;0;0;2;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0
1;"Przedszkole Integracyjne Nr 3, ul. Ks. Kardynała Stefana Wyszyńskiego 5A, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;4;0;0;1;1;2;0;0;0;1;2;0;0;0;0;2;21;9;1;5;2;2;1;4;1;2;0;1;1;1;5;0;0;4;32;5;4;1;1;5;0;1;1;1;0;0;0;3;0;0;0;38;81;41;3;1;73;5;8;2;4;2;1;1;4;23;1;0;2;1;16;1;2;2;1;2;1;0;1;0;2;1;0;0;6;0;2;26;60;2;17;98;2;3;0;1;0;0;2;2;1;1;0;0;28;1;2;1;1;0;0;0;0;1;0;0;0;0;1
2;"Szkoła Podstawowa Nr 4, ul. Powstańców Śląskich 18, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;5;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;20;9;2;8;2;1;4;4;1;0;0;0;3;1;3;0;0;16;42;9;3;1;0;5;0;2;0;2;1;0;0;2;1;0;2;32;77;27;9;2;43;7;4;0;0;1;0;1;0;13;2;0;3;3;15;0;3;5;0;1;0;0;0;0;2;1;0;0;4;0;3;22;52;5;16;83;1;4;1;2;0;1;2;1;0;0;0;1;27;3;0;0;0;0;0;0;1;1;1;0;0;0;0
3;"Szkoła Podstawowa Nr 4, ul. Powstańców Śląskich 18, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;3;0;0;1;0;2;1;1;1;1;1;0;2;0;1;0;23;9;0;6;4;1;0;6;1;3;0;1;0;0;5;0;0;11;52;4;2;3;0;10;0;1;0;2;0;1;0;4;0;0;0;29;82;29;5;1;56;6;10;3;2;2;1;2;2;17;0;1;2;4;15;0;0;2;0;6;0;1;0;1;9;0;0;0;1;0;7;17;75;2;16;81;1;3;1;1;0;0;2;1;0;0;1;1;32;4;0;0;0;0;0;0;0;0;0;0;0;0;1
4;"II Liceum Ogólnokształcące, ul. Ignacego Daszyńskiego 2, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;3;0;0;1;0;0;1;1;2;1;1;1;0;1;1;2;30;6;1;12;1;2;6;9;1;1;0;0;4;0;1;0;0;19;56;8;1;6;0;22;0;0;0;0;0;0;0;4;0;0;1;30;72;39;3;3;63;6;12;4;3;3;3;1;0;23;1;0;3;9;22;5;2;3;0;0;1;0;0;0;1;0;1;0;6;1;1;23;63;7;26;79;1;4;1;2;1;0;1;0;1;0;2;0;43;4;0;0;0;1;0;0;0;0;0;0;0;0;0
5;"Szkoła Podstawowa Nr 5, ul. Ignacego Paderewskiego 49, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;1;4;1;0;1;2;0;0;1;4;0;1;2;0;2;2;21;8;0;5;2;2;3;10;1;1;0;1;6;1;2;0;0;36;54;7;8;3;1;8;0;2;3;2;0;0;0;0;1;0;0;54;89;43;4;10;64;6;19;1;6;1;0;0;3;18;1;1;4;17;45;1;0;6;3;4;0;0;0;0;2;0;1;1;4;0;3;35;80;4;10;106;1;3;8;2;0;1;4;0;0;1;1;3;37;1;1;0;0;1;0;1;0;1;0;0;0;0;0
6;"II Liceum Ogólnokształcące, ul. Ignacego Daszyńskiego 2, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;1;1;2;4;1;0;5;0;2;0;0;2;0;1;0;0;8;38;6;3;0;2;7;1;2;0;1;0;0;0;5;3;2;0;33;66;26;6;3;48;0;10;3;0;0;0;0;1;8;0;1;0;4;24;0;1;0;2;1;1;1;0;1;2;0;0;0;0;0;1;22;48;6;8;51;1;2;0;0;0;0;4;0;0;0;0;0;22;1;0;0;1;0;0;0;0;1;0;0;1;0;0
7;"Szkoła Podstawowa Nr 3, ul. Marii Skłodowskiej-Curie 16, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;3;0;0;0;0;1;2;0;0;2;1;0;0;0;0;1;20;7;1;9;3;1;2;1;2;0;0;1;2;0;11;1;1;8;43;7;7;1;1;6;2;1;1;0;2;0;0;2;0;0;0;35;66;25;15;1;62;5;12;3;3;0;0;0;1;16;0;2;6;1;15;1;2;1;0;1;1;0;2;0;1;0;0;0;2;0;1;26;64;2;19;87;4;2;2;1;0;0;2;0;2;0;1;1;44;4;1;0;0;0;0;1;0;0;0;0;0;0;0
8;"Szkoła Podstawowa Nr 3, ul. Marii Skłodowskiej-Curie 16, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;21;1;0;4;6;1;1;3;1;0;0;0;1;0;4;0;1;16;61;7;2;2;0;9;0;1;0;0;0;0;0;8;0;0;1;27;83;28;9;4;68;2;12;3;2;2;1;0;4;18;0;0;1;2;26;4;1;2;1;3;1;0;0;0;2;0;1;0;2;3;0;22;55;1;12;77;3;1;1;1;0;0;3;0;0;1;0;0;21;7;0;0;1;0;0;0;0;0;0;0;1;0;0
9;"Przedszkole Nr 1, ul. Ignacego Paderewskiego 57, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;4;3;0;0;0;2;0;1;0;0;0;0;0;1;2;1;27;7;1;14;6;1;1;7;0;2;2;8;4;0;17;1;0;28;61;6;1;6;1;10;0;5;1;0;0;0;1;2;1;0;2;37;103;57;9;4;65;3;7;1;1;1;0;5;1;17;3;0;2;8;36;6;1;1;1;1;1;1;0;0;2;0;1;2;0;0;3;55;75;12;21;84;0;7;1;2;2;0;2;1;1;0;0;3;46;7;1;1;2;0;0;0;0;0;0;0;0;0;0
10;"Remiza Ochotniczej Straży Pożarnej Żerkowice, ul. Aleksandra Fredry 1, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;5;0;1;2;0;0;0;1;0;0;0;0;1;0;2;0;24;7;1;6;3;0;1;12;3;1;0;2;4;0;1;0;2;11;35;0;3;5;0;10;0;0;0;0;0;0;0;0;0;0;1;16;62;42;6;3;46;4;9;1;6;2;0;0;2;14;0;1;0;3;25;0;0;0;0;0;0;1;0;0;2;3;0;1;0;0;4;19;35;1;16;34;1;2;1;2;1;1;3;0;0;0;1;4;29;2;1;0;0;0;0;0;0;0;0;0;0;0;0
11;"Remiza Ochotniczej Straży Pożarnej Bzów, ul. Poległych 27, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;5;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;24;3;1;3;3;1;0;10;0;3;1;0;1;0;3;0;0;3;31;3;3;5;0;5;0;1;0;0;0;0;0;1;0;0;0;9;74;42;7;5;23;1;13;2;0;0;1;0;1;8;1;1;0;1;72;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;17;21;1;7;82;1;3;1;0;0;0;3;1;0;0;0;1;18;4;1;1;0;0;0;0;0;0;0;0;2;0;0
12;"Szkoła Podstawowa Nr 13, ul. Filaretów 9, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;1;0;1;1;2;2;0;0;0;0;0;1;0;0;0;33;10;0;7;2;2;5;6;0;1;0;0;3;1;3;0;0;13;45;3;4;0;1;6;1;2;2;0;1;0;0;1;0;0;0;41;97;84;8;5;55;6;11;1;1;1;1;3;6;33;0;3;2;1;46;1;2;2;1;1;1;0;0;1;1;1;1;0;0;0;5;32;39;5;6;63;0;4;3;1;0;0;4;0;1;0;0;3;42;7;1;0;0;0;2;0;0;1;0;0;0;0;0
13;"Szkoła Podstawowa Nr 13, ul. Filaretów 9, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;5;1;0;1;0;1;0;0;0;0;0;0;1;0;1;2;37;7;0;8;2;1;2;21;0;3;0;1;3;0;2;1;2;4;51;8;3;2;0;6;1;2;1;0;0;0;0;0;1;0;0;27;99;77;11;3;38;2;22;2;3;3;0;2;1;25;0;0;1;5;54;2;2;3;0;0;1;1;0;0;0;0;0;1;3;1;3;32;39;5;9;60;2;3;2;1;0;0;0;0;0;0;0;1;32;2;1;1;0;0;0;0;0;0;0;0;1;0;0
14;"Przedszkole Nr 4, ul. Konstantego Ildefonsa Gałczyńskiego 5, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;0;0;3;0;3;0;0;0;0;1;0;0;0;0;1;22;10;0;3;5;0;3;3;2;3;1;1;6;0;7;0;0;8;51;6;2;1;2;8;0;0;0;0;0;0;1;2;0;0;0;21;64;35;7;2;34;5;17;0;2;3;0;1;1;17;1;0;0;1;13;5;3;1;1;4;0;0;0;1;1;0;0;1;0;2;4;29;62;3;12;89;0;6;0;1;0;1;0;1;0;0;0;0;29;4;0;0;0;1;1;0;0;0;0;0;0;0;0
15;"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;2;10;6;1;3;6;0;2;0;0;6;1;5;0;1;10;58;1;1;1;1;12;0;5;0;0;0;0;0;1;1;0;0;32;50;35;7;1;30;9;20;1;0;5;1;1;0;11;0;0;1;5;6;1;2;4;0;1;0;0;0;0;2;0;0;0;0;0;1;25;73;6;10;79;1;0;3;1;1;0;2;2;0;1;0;0;48;1;2;2;0;0;0;2;0;0;0;0;1;2;0
16;"Przedszkole Nr 5, ul. Stanisława Moniuszki 9, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;3;0;1;0;1;0;0;0;0;0;0;1;1;0;0;21;3;2;5;2;1;0;4;1;3;0;1;7;0;1;0;0;13;23;4;4;0;1;13;0;3;1;0;0;0;2;1;0;0;0;34;75;34;2;3;31;9;17;5;1;1;1;0;2;25;2;0;1;8;16;5;0;2;1;0;0;1;1;0;6;0;1;0;0;0;2;29;32;1;14;65;1;1;2;0;2;0;3;0;1;0;0;1;30;2;0;0;0;0;2;0;0;2;0;0;1;0;0
17;"Miejski Ośrodek Kultury ""CENTRUM"", ul. Piastowska 1, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;2;1;0;0;1;0;1;0;0;1;0;1;0;0;1;13;2;0;13;4;1;3;8;0;6;0;0;1;0;4;2;2;7;44;1;4;3;0;1;1;2;2;0;0;0;0;3;0;0;3;36;57;35;11;0;35;12;16;3;1;1;0;0;0;18;0;2;1;7;20;1;1;4;1;2;0;0;0;0;4;0;0;0;1;2;1;20;55;6;18;67;0;1;0;1;1;0;3;0;3;2;0;2;16;4;1;0;1;1;1;0;0;0;1;0;0;0;0
18;"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";241602;"m. Zawiercie";"zawierciański";"śląskie";1;1;2;4;0;0;0;0;0;0;1;0;1;0;0;0;1;0;20;1;1;2;5;1;3;0;2;0;0;1;0;0;2;0;0;3;41;2;1;2;0;2;0;1;1;0;0;0;0;1;1;0;2;38;84;25;10;4;19;2;2;3;1;3;1;1;3;17;0;0;1;7;16;4;1;2;0;0;0;2;1;0;5;0;0;2;2;1;1;12;20;1;3;47;1;6;1;3;1;0;1;0;1;0;1;2;22;1;1;0;2;0;1;0;0;0;0;0;0;0;0
