"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KANIK Jan Piotr - KW BEZPARTYJNI SAMORZĄDOWCY";"BUZEK Joanna Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"WALUK Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"WLACH Sergiusz Edward - KW BEZPARTYJNI SAMORZĄDOWCY";"KANIK Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"SOBKÓW Grzegorz Dariusz - KW BEZPARTYJNI SAMORZĄDOWCY";"MUSIAŁ Paweł Marek - KW BEZPARTYJNI SAMORZĄDOWCY";"ŚMIEIŃSKI Filip Marian - KW BEZPARTYJNI SAMORZĄDOWCY";"ORDON Ewelina Teresa - KW BEZPARTYJNI SAMORZĄDOWCY";"ZBYLSKA Aneta Izabela - KW BEZPARTYJNI SAMORZĄDOWCY";"WĘGLIŃSKA Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MATIJCZAK Patrycja Klaudia - KW BEZPARTYJNI SAMORZĄDOWCY";"SOSZYŃSKA Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"LISTOWSKA Katarzyna Elżbieta - KW BEZPARTYJNI SAMORZĄDOWCY";"KORBUT Mateusz Dawid - KW BEZPARTYJNI SAMORZĄDOWCY";"PANTOL Edyta Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"TREPIAK Joanna Alicja - KW BEZPARTYJNI SAMORZĄDOWCY";"BIELKA Piotr Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"SUCHOŃ Mirosław Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOŻUSZNIK Danuta Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JARCO Jacek Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PINDEL Mateusz Józef - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"FERUGA Joanna Mirosława - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZENDERA Waldemar Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ADAMIEC Katarzyna Aleksandra - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ARCZEWSKI Adam Sylwester - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PRZYSTAŁ Dariusz Czesław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KARPETA Robert Paweł - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NIEZABITOWSKA Zuzanna Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DZIUBIŃSKA Ewa Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GLUZA Paweł Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GOLIK Mariola Renata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STANIEK Mirosław Władysław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAJZER Bogusław Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAMIŃSKA Malwina Daria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LEGIERSKI Damian Józef - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOPERSKI Przemysław Adam - KW NOWA LEWICA";"MADZIA Magdalena - KW NOWA LEWICA";"TYRNA Leszek - KW NOWA LEWICA";"TWARDYSKO Marcin Paweł - KW NOWA LEWICA";"CZYLOK Leszek Zbigniew - KW NOWA LEWICA";"LAMEK-KOCHANOWSKA Agnieszka Zofia - KW NOWA LEWICA";"MERTA Mateusz Mikołaj - KW NOWA LEWICA";"BANOT Aleksandra Ewa - KW NOWA LEWICA";"PIETRZYK Katarzyna Maria - KW NOWA LEWICA";"SZTEFEK Paweł Marek - KW NOWA LEWICA";"CZAICKA Anna Maria - KW NOWA LEWICA";"PINDEL Władysław - KW NOWA LEWICA";"SZCZOTKA Stanisława - KW NOWA LEWICA";"PODŻORSKI Henryk - KW NOWA LEWICA";"GASPARSKA Katarzyna Olga - KW NOWA LEWICA";"SŁONKA-GIBAS Barbara Jolanta - KW NOWA LEWICA";"SOLIK Wojciech Michał - KW NOWA LEWICA";"JURASZEK Katarzyna Mirosława - KW NOWA LEWICA";"SZWED Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PUDA Grzegorz Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"DRABEK Przemysław Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MATUSZNY Kazimierz Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICHAŁEK-CHUDECKA Łucja Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"KANAFEK-LEWANDOWSKA Marcela Joanna - KW PRAWO I SPRAWIEDLIWOŚĆ";"GAŻA Grzegorz Krzysztof - KW PRAWO I SPRAWIEDLIWOŚĆ";"KAMIŃSKI Andrzej - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRÓL Janusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIEGUN Agnieszka Magdalena - KW PRAWO I SPRAWIEDLIWOŚĆ";"SITARSKI Krzysztof Serafin - KW PRAWO I SPRAWIEDLIWOŚĆ";"CZUPIL Łukasz Damian - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICHNIK Renata Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIETRASZEWSKA Marzena Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"RZEPECKA Justyna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"PINDEL Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZCZERBA Magdalena - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIAŁOWĄS Beata Iwona - KW PRAWO I SPRAWIEDLIWOŚĆ";"FOLTYN Bronisław Edward - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GRAJNY Robert Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KANIA Adam Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRYWULT Paulina Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOWALEWSKI Rafał Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZAŁKOWSKA Grażyna Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WIEWIÓRA Mateusz Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUBICA Marek Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŚLIWA Paweł Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZAREK Piotr Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŻELAZO Magdalena Matylda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WENGLORZ Michał Adrian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOCOŃ Klaudia Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MATYSZCZYK Mateusz Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WINIARCZUK Anna Marta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RAJCA Paulina Agnieszka - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GAŁUSZKA Barbara Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BIELEWICZ Wojciech Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NYKIEL Mirosława - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PĘPEK Małgorzata Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TAJNER Apoloniusz Leopold - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZAREK Marcin Edward - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TOMCZYKIEWICZ Maciej Tadeusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŁUKOWICZ Beata Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAJOR Przemysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIEGZIK-IZYDORCZYK Dorota Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HUDZIEC Janusz Mateusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RYPLEWICZ Rafał Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BOROWIK Elżbieta Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PAWŁOWSKI Janusz Zenon - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KUPCZAK-WIŚNIOWSKA Bogusława Danuta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŚLĘK Marcin Rafał - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SMYRSKI Mateusz Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JĘDRUSIK Joanna Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAFERNIK Bronisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TUCKA-MAREK Agata Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GAJDA Piotr Paweł - KW POLSKA JEST JEDNA";"MAZIARCZYK Danuta Regina - KW POLSKA JEST JEDNA";"KÖHLER Tomasz Feliks - KW POLSKA JEST JEDNA";"MACHAŁOWSKA Magdalena Stefania - KW POLSKA JEST JEDNA";"BACZA Andrzej Józef - KW POLSKA JEST JEDNA";"PUDLISZEWSKA Anna Maria - KW POLSKA JEST JEDNA";"KUDRYS Sławomir Paweł - KW POLSKA JEST JEDNA";"MATUSZEWSKI Sławomir Józef - KW POLSKA JEST JEDNA";"KURCZAB Marianna Teresa - KW POLSKA JEST JEDNA";"GOWIN Bartłomiej Łukasz - KW NORMALNY KRAJ";"LEGIERSKI Konrad Władysław - KW NORMALNY KRAJ";"MICZOŁEK Magdalena Barbara - KW NORMALNY KRAJ";"CHROBAK Tadeusz Stefan - KW NORMALNY KRAJ";"MARCAK Ewa Halina - KW NORMALNY KRAJ";"ŚWIERCZEK Mariusz Dariusz - KW NORMALNY KRAJ";"ROSOWSKA Justyna - KW NORMALNY KRAJ";"WYRĘBEK Ewa - KW NORMALNY KRAJ";"SOKOŁOWSKI Dariusz Bartosz - KW NORMALNY KRAJ";"KRYSTOFIK Anna - KW NORMALNY KRAJ";"PYCH Artur Krystian - KW NORMALNY KRAJ";"KĘDZIERAWSKA Helena Agnieszka - KW NORMALNY KRAJ"
240310;"gm. Skoczów";"cieszyński";"śląskie";20;20;74;71;3;9;12;2;12;8;12;14;9;7;11;4;6;8;8;12;1075;291;91;55;63;27;66;76;11;13;32;28;74;48;26;15;47;176;417;316;118;12;24;37;36;87;27;90;17;15;19;43;8;12;4;39;2835;778;124;111;119;131;132;40;188;61;21;12;33;27;23;28;24;93;676;52;70;61;42;23;31;21;14;34;22;63;25;3;5;10;12;13;1398;447;1257;287;205;63;57;18;48;33;26;15;17;37;2;14;7;41;167;17;6;38;92;16;4;13;9;10;6;4;4;3;1;5;3;1;1;0;6
240311;"gm. Strumień";"cieszyński";"śląskie";8;8;41;41;4;5;14;2;17;3;8;8;5;7;7;2;1;2;3;14;395;212;41;30;46;17;34;8;3;8;13;16;20;13;85;5;29;77;204;148;51;8;15;20;13;34;20;20;10;7;4;9;6;5;5;11;1489;453;56;86;48;384;168;49;124;28;16;19;20;14;11;28;32;45;327;39;38;41;8;12;18;26;15;10;14;23;12;6;6;14;7;9;539;173;385;93;142;32;55;2;288;15;6;3;6;18;2;10;2;34;85;17;3;13;10;8;4;0;11;1;4;6;2;3;1;3;2;0;1;1;1
240312;"gm. Zebrzydowice";"cieszyński";"śląskie";8;8;37;38;7;5;5;6;13;2;10;7;5;8;8;5;4;2;4;13;399;185;37;23;38;13;30;9;6;25;16;12;14;12;42;6;29;100;178;175;52;14;8;13;11;33;19;11;12;6;4;10;10;3;6;22;976;183;42;69;46;122;33;47;1175;45;12;73;17;13;16;34;31;39;318;34;46;18;21;12;18;23;16;13;15;52;13;8;2;1;15;11;346;439;260;27;29;18;21;8;74;2;7;4;3;524;1;5;0;42;94;11;0;36;4;11;6;6;10;2;5;1;1;0;1;2;0;0;2;1;2
241001;"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";7;7;41;11;7;2;10;1;7;1;3;1;4;2;4;2;2;1;2;2;369;52;29;20;15;34;34;7;15;9;13;23;6;6;3;4;14;14;116;76;7;4;24;8;4;21;4;6;4;5;3;2;0;3;8;8;425;235;49;21;13;207;518;21;15;6;0;4;9;10;8;8;6;18;119;20;31;8;8;6;4;7;6;5;13;2;1;2;1;3;6;10;404;88;158;17;599;33;11;14;0;7;10;4;8;2;3;4;1;24;61;17;2;5;4;4;0;4;15;3;0;1;0;1;1;6;0;0;1;2;3
241002;"gm. Kobiór";"pszczyński";"śląskie";3;3;17;9;5;2;3;0;3;0;0;2;3;0;2;2;1;3;2;4;189;44;9;9;16;23;22;5;15;3;5;9;7;5;0;7;10;6;45;59;3;3;3;6;5;6;2;3;1;1;8;0;3;3;4;3;191;62;17;18;13;139;641;18;17;8;1;3;10;2;7;8;11;32;125;22;40;15;1;5;10;7;5;5;10;3;5;1;4;4;1;5;284;64;124;16;217;21;7;2;3;7;11;3;5;1;0;4;0;10;70;9;1;7;1;3;1;9;10;0;0;2;0;2;0;0;0;0;0;0;3
241003;"gm. Miedźna";"pszczyński";"śląskie";11;11;55;18;11;4;7;1;11;4;5;5;7;7;12;8;0;2;7;7;398;83;38;32;38;46;48;13;21;12;23;45;15;13;8;10;39;24;168;142;7;4;5;15;11;24;19;3;5;5;10;2;6;20;27;14;986;883;157;48;40;494;1456;71;64;37;13;10;22;21;26;41;34;143;421;47;43;39;20;15;18;36;18;11;28;4;14;10;2;6;11;8;937;114;135;17;421;40;24;13;3;5;12;3;9;12;0;13;2;22;109;24;2;13;2;27;2;4;34;7;2;1;3;0;1;4;3;1;2;1;3
241004;"gm. Pawłowice";"pszczyński";"śląskie";15;15;48;21;15;5;10;1;20;4;18;7;14;7;10;9;1;6;5;17;448;113;31;38;66;88;53;18;16;8;29;31;33;24;22;8;43;36;182;213;32;4;24;10;23;41;81;4;16;4;8;5;7;9;15;28;1055;629;103;160;56;551;1519;70;169;57;17;28;36;33;33;35;40;94;412;51;81;42;17;18;20;46;22;13;27;17;17;10;14;17;22;20;521;141;318;67;245;39;25;11;22;13;22;15;9;8;2;19;3;482;176;40;5;19;12;23;4;7;9;10;2;3;6;3;1;3;2;0;2;1;4
241005;"gm. Pszczyna";"pszczyński";"śląskie";31;31;163;32;60;9;41;12;18;11;21;20;17;22;19;9;18;20;8;20;1863;233;132;81;143;440;141;33;90;31;100;160;39;40;16;14;106;78;825;523;40;25;162;57;46;103;73;23;24;11;42;7;10;18;179;43;1789;2031;172;70;71;2357;4010;85;73;47;21;15;38;32;62;30;41;251;1270;149;184;102;58;32;51;85;37;33;137;20;26;35;15;52;26;38;1554;312;598;131;6102;121;70;30;25;21;36;18;22;21;15;30;9;104;423;122;12;38;17;63;19;17;181;16;4;4;4;1;9;5;6;3;7;8;12
241006;"gm. Suszec";"pszczyński";"śląskie";7;7;41;17;15;1;12;2;9;7;7;7;5;11;9;2;3;5;4;9;279;66;20;19;25;465;41;11;10;9;21;13;7;11;17;3;26;18;106;102;15;4;15;18;8;19;18;1;8;3;8;7;4;6;11;15;690;426;68;49;37;466;1096;28;48;28;35;26;19;16;20;19;15;48;328;40;65;28;17;22;17;39;18;18;36;13;9;4;4;9;15;12;453;74;142;75;517;31;21;12;8;9;25;6;5;4;1;9;5;45;159;26;2;6;4;10;6;9;25;4;1;1;3;1;2;3;1;0;1;1;11
241701;"m. Żywiec";"żywiecki";"śląskie";20;20;73;23;5;6;21;3;18;9;4;16;8;14;14;8;6;3;7;16;756;124;782;139;25;15;61;16;13;30;68;20;42;12;6;8;42;38;548;308;31;99;14;26;19;47;33;3;19;39;21;6;9;58;6;44;1542;1680;192;1161;57;66;59;89;79;130;18;10;20;787;20;63;38;174;437;67;55;86;53;16;43;61;28;13;26;10;24;13;12;11;30;241;1050;3238;415;97;110;66;36;19;9;35;18;5;166;4;11;11;22;33;270;22;7;13;5;9;15;14;10;29;5;1;3;2;2;3;1;7;3;4;3
241702;"gm. Czernichów";"żywiecki";"śląskie";5;5;19;6;2;1;3;0;4;1;4;3;2;2;8;1;1;1;3;3;216;45;48;43;9;6;21;5;4;9;11;10;17;2;3;3;21;5;70;64;10;2;7;3;0;7;9;1;6;4;1;0;4;3;1;7;596;488;303;217;18;12;16;26;21;28;4;3;7;51;6;21;7;40;122;11;15;15;6;4;6;12;3;1;9;2;5;3;1;0;1;12;346;353;106;21;27;22;11;3;3;6;11;1;3;2;0;3;0;7;104;8;1;3;2;7;7;3;3;3;0;0;0;1;1;0;0;1;0;1;0
241703;"gm. Gilowice";"żywiecki";"śląskie";3;3;22;8;2;0;4;1;5;3;1;3;4;2;4;2;1;2;2;1;133;13;63;205;12;0;8;2;0;10;4;2;4;4;1;0;6;4;64;50;2;10;1;5;9;11;5;0;3;6;4;1;1;10;0;5;967;275;38;144;16;8;9;13;10;31;3;1;6;111;8;27;2;86;124;17;16;11;6;2;12;63;7;4;5;1;8;3;1;2;7;14;110;434;60;16;25;10;2;4;2;2;6;4;7;0;0;0;3;3;76;5;0;4;2;2;1;3;4;4;0;2;0;4;1;1;0;1;1;2;3
241704;"gm. Jeleśnia";"żywiecki";"śląskie";11;11;31;11;2;4;7;1;8;4;5;6;5;3;3;2;1;3;3;4;209;21;134;531;13;4;12;7;2;9;7;5;7;1;0;1;12;8;97;70;14;19;4;5;6;7;12;7;9;44;8;3;5;7;2;10;1097;1308;64;541;33;38;50;61;36;92;8;7;10;142;12;300;18;79;222;34;38;34;15;8;22;29;14;12;11;3;4;5;5;3;4;28;225;792;96;18;24;13;10;10;4;3;7;0;11;2;0;3;35;7;108;5;3;6;0;6;3;5;3;6;0;0;0;1;1;2;1;0;0;1;3
241705;"gm. Koszarawa";"żywiecki";"śląskie";4;4;4;2;0;0;2;2;5;0;2;2;3;0;1;0;0;0;1;4;59;6;34;41;6;2;6;0;2;1;0;1;3;1;1;1;2;4;12;14;3;3;0;0;3;3;1;1;1;5;1;0;2;1;1;6;120;554;7;38;7;11;9;5;2;3;0;0;2;12;2;158;1;16;44;14;9;3;1;4;6;9;1;2;2;1;1;4;0;1;3;9;30;115;11;7;5;2;2;0;0;2;0;2;7;0;0;0;2;2;18;3;1;0;1;2;1;0;2;1;0;1;1;1;0;0;0;1;0;0;0
241706;"gm. Lipowa";"żywiecki";"śląskie";7;7;35;10;3;0;8;2;6;4;6;4;2;4;4;1;1;3;3;4;383;61;210;60;28;9;28;8;3;13;13;11;30;7;6;9;16;11;147;135;11;12;5;11;14;17;7;2;8;10;9;1;9;17;2;8;855;653;194;347;24;37;21;28;30;38;5;5;7;100;19;43;14;45;230;23;31;32;13;3;57;29;86;5;5;1;13;8;2;3;4;34;364;892;140;40;36;21;13;2;1;9;13;1;31;0;4;6;5;15;86;13;1;5;3;6;1;8;2;6;2;1;1;1;0;0;2;2;0;0;0
241707;"gm. Łękawica";"żywiecki";"śląskie";4;4;12;2;0;0;6;1;3;0;1;3;1;1;4;2;0;0;3;1;117;17;73;50;5;0;5;5;3;7;8;6;8;1;0;3;3;4;49;41;3;3;3;0;6;2;4;3;2;7;1;3;0;6;0;5;489;242;60;269;12;9;7;11;7;64;4;2;4;108;5;14;5;21;101;9;17;19;8;10;9;19;2;4;2;2;6;1;0;0;7;12;83;308;43;10;18;1;2;1;0;4;1;1;5;0;0;3;1;0;42;1;1;4;2;0;0;3;1;1;0;0;0;1;0;0;1;1;0;1;1
241708;"gm. Łodygowice";"żywiecki";"śląskie";7;7;84;10;2;5;15;3;9;2;4;8;5;7;6;12;5;1;4;10;513;88;210;125;29;5;33;3;8;12;22;20;25;10;6;11;30;17;224;174;7;8;3;13;17;15;18;3;9;21;8;3;5;17;1;19;1711;650;298;370;30;33;38;41;33;53;6;3;6;109;20;34;17;58;393;41;48;63;28;6;24;40;16;11;8;5;20;11;3;5;10;28;681;936;260;43;70;39;20;14;5;31;8;3;24;3;6;3;5;22;186;14;2;8;6;11;19;15;8;7;4;2;0;2;3;4;3;1;4;2;2
241709;"gm. Milówka";"żywiecki";"śląskie";7;7;27;9;3;3;5;0;7;2;3;1;3;2;5;1;1;2;2;6;123;24;118;29;11;4;16;4;3;53;3;2;81;5;1;1;9;35;67;59;5;9;4;2;8;10;5;2;7;9;10;1;4;10;1;7;340;426;32;1380;73;16;576;66;24;22;4;5;8;24;6;29;5;55;202;28;32;15;4;4;11;29;14;10;14;3;8;8;8;5;4;26;154;529;99;8;16;11;3;3;0;6;9;3;21;1;0;2;1;3;80;9;1;9;3;4;4;5;0;1;2;2;0;2;0;1;0;0;0;0;0
241710;"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";8;8;36;14;4;1;10;1;2;1;4;6;5;3;2;1;1;3;0;5;223;44;472;48;16;4;25;2;4;25;10;8;15;1;5;3;20;7;110;81;6;155;3;9;9;9;3;5;4;7;3;1;3;14;1;12;1058;812;81;747;25;55;63;33;22;589;3;5;11;146;10;47;9;80;285;48;35;46;20;8;18;46;11;9;10;3;15;8;13;5;15;42;203;595;77;11;27;12;7;2;2;2;19;2;93;4;1;1;3;8;143;14;3;6;2;4;4;5;3;7;2;0;1;1;0;0;2;1;0;2;2
241711;"gm. Rajcza";"żywiecki";"śląskie";9;9;23;9;3;3;3;0;6;3;7;3;9;2;2;1;4;0;4;6;158;29;150;46;15;2;18;4;2;32;12;12;27;5;0;1;8;11;86;78;8;10;9;4;4;7;4;1;5;14;5;2;10;9;1;5;543;479;32;863;73;29;76;38;31;66;7;4;14;86;10;65;25;41;156;14;24;19;15;7;12;15;5;3;5;2;7;7;1;10;11;20;202;432;120;7;19;9;6;2;2;6;10;3;6;3;1;2;1;5;63;3;4;2;9;2;2;2;1;4;0;2;1;2;1;1;0;0;0;1;1
241712;"gm. Ślemień";"żywiecki";"śląskie";3;3;13;1;1;0;2;1;3;3;2;1;4;3;1;0;4;0;1;1;78;15;36;47;3;1;3;0;0;3;3;2;0;2;0;0;4;3;25;30;3;8;0;5;1;5;4;1;2;0;3;0;0;11;0;3;345;633;26;68;7;15;4;6;3;5;0;2;4;53;1;4;4;100;79;13;15;6;7;3;7;10;3;3;6;0;13;1;3;0;1;1;52;278;21;3;7;4;1;0;1;1;0;0;3;0;0;0;1;4;37;6;2;5;9;2;3;1;4;0;2;1;1;0;0;1;0;0;0;0;2
241713;"gm. Świnna";"żywiecki";"śląskie";6;6;25;9;5;3;5;0;5;5;2;3;4;3;4;7;0;3;2;2;183;21;137;92;8;3;17;1;9;7;3;4;10;5;2;2;11;11;95;65;1;26;3;4;8;11;3;2;4;16;6;3;7;13;0;7;846;455;52;352;17;18;17;22;17;88;8;2;5;124;6;47;14;41;166;29;18;23;17;7;17;18;9;7;7;4;9;6;6;1;5;30;195;679;68;14;15;10;4;4;3;4;2;0;9;0;0;2;1;0;76;2;1;1;2;5;2;4;5;5;0;1;2;0;0;0;1;0;0;1;1
241714;"gm. Ujsoły";"żywiecki";"śląskie";5;5;13;7;1;1;1;0;6;3;0;5;3;0;1;1;0;0;2;2;74;5;88;19;5;2;9;0;1;17;6;1;19;4;1;0;4;7;44;45;3;6;0;1;2;3;5;1;2;13;5;0;0;7;2;4;231;237;22;514;32;10;32;17;17;27;5;3;1;21;7;31;6;31;80;12;21;2;4;1;10;9;2;3;3;0;13;2;3;4;2;6;84;257;58;10;9;10;2;0;2;6;7;0;3;0;0;2;2;1;34;3;0;2;0;0;1;2;1;2;1;0;2;0;0;0;0;0;0;0;1
241715;"gm. Węgierska Górka";"żywiecki";"śląskie";8;8;54;11;2;1;15;4;11;2;1;3;7;3;6;1;0;2;1;6;280;51;203;58;19;7;24;8;13;326;18;5;48;6;2;3;20;12;139;113;3;36;5;8;11;11;6;1;10;15;4;0;2;14;3;14;856;1229;101;1090;38;40;225;44;42;167;16;6;8;166;18;43;25;76;282;40;54;37;10;15;26;22;11;7;10;6;17;9;10;9;10;47;284;906;217;17;44;14;11;8;5;4;6;1;33;0;4;4;2;7;154;10;2;11;6;5;7;7;6;7;3;3;1;0;1;2;0;2;1;1;4
246101;"Bielsko-Biała";"Bielsko-Biała";"śląskie";77;77;520;125;25;51;90;13;76;30;40;42;42;35;51;28;11;13;30;64;9155;1142;871;339;375;132;539;76;75;64;249;145;207;98;42;106;394;165;3774;2875;172;70;82;201;334;340;114;53;103;71;92;23;103;46;33;169;10648;6287;9654;350;290;188;201;310;186;160;50;33;89;107;115;178;109;514;4330;403;439;440;99;158;134;152;158;195;80;40;115;104;28;37;77;110;18141;3957;4050;2788;1080;637;219;868;77;1810;172;66;255;68;128;117;46;272;1471;109;75;82;28;69;234;46;56;51;14;10;19;17;11;11;14;6;11;12;27
